"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"33","e1,g1,e2,g2,b1,f2,d1,c1,d2,b2,b5,c2,a1,d3,f3,f1,e3,a2,h1,c4,B,g3,Q,h3,a6,R,N","e1","true","Kf1","KingChecks"
"34","f1,f2,h1,e2,e1,c1,g1,g2,f8,c8,d2,d1,N,g3,Q,1/2-1/2,b5,a7,P,e8,g7,e3,R,B,c2,f7","f1","true","K","KingChecks"
"35","g2,h3,e1,e2,h1,g1,d1,f2,f3,g3,d3,b5,e3,d2,h2,c4,c1,a1,a6,f4,c2,a2,b1,f5,h4,R,Q","g2","true","Kf1","KingChecks"
"36","e1,e8,d2,d1,e3,d6,f5,e2,c3,d7,d3,d8,f2,c6,c2,c7,b5,c8,a1,f6,N,e7,b6,e5,e4,,Q","e1","true","K","KingCastle"
"37","d1,c1,b1,c2,a1,d2,e2,f1,g1,B,f2,c8,e1,N,R,P,b3,b2,K,h1,Q,a8,e8,1/2-1/2,b8,a2,0-1","d1,c1","true","Ke1","KingCastle"
"38","e1,d1,a1,e8,d2,c1,e3,f2,f1,h1,d8,f5,d6,h3,c2,g4,b6,e2,e4,h4,b5,b4,f6,b1,d5,g2,g1","e1","true","K","KingCastle"
"39","g1,e2,f1,c1,d2,d1,f2,g2,b1,a1,e1,c3,g3,N,B,R,h1,c2,c8,a8,Q,e8,g8,P,e6,a3,d8","f1,g1","false","Ke1","KingCastle"
"40","c3,d4,b3,h5,c1,a4,f3,c4,c2,a3,d3,d2,K,g1,f1,b4,a1,P,d1,,g4,b6,g5,h1,B,g3,","c3","true","Q","Queen"
"41","b2,d2,b3,g3,b4,e5,c2,c5,c7,c1,a5,d4,c4,e3,d3,f6,e1,a3,f3,c6,h3,h8,g7,c8,d1,a1,e4","b4,c2,b2,c1","false","Qc3","Queen"
"42","d8,c8,d1,g5,b2,d7,Q,a8,b8,a4,h2,P,c2,g8,e8,b7,h8,c7,e7,c4,a2,g2,B,d5,a1,N,K","d8","true","Q","QueenAsBlack"
"43","d6,d7,d5,c6,h4,e4,c8,b6,g5,f6,e7,N,e8,a8,P,e6,b1,B,b8,a5,d1,f3,K,e5,,g1,0-1","d7,d6","true","Qd8","QueenAsBlack"
"44","d5,d7,a8,e5,K,b5,c2,g4,P,f3,c3,e8,g8,c6,b4,c7,N,h8,a4,b8,g5,e7,h7,d4,a5,e2,e6","d5","true","Q","QueenAsBlack"
"45","f5,d4,d1,g2,b3,c6,d2,d8,b5,h5,g5,c4,f3,d3,b7,c5,e6,d6,d7,e5,a5,e4,h1,a2,f7,a8,b6","d6,c6,h5,g5,f5,e5,c5,b5,a5,e4,d4,c4,f3,d3,b3,g2,d2,a2","false","Qd5","QueenAsBlack"
"46","d2,P,N,g5,Q,B,c5,K,f2,g2,h5,R,c7,c3,g1,e2,c1,h2,h6,e3,h3,g3,c6,f6,f5,e5,d1","d2","true","Q","QueenUncommonOpening"
"47","h6,c3,d1,d4,e3,a5,d3,b4,f4,g5,e2,e1,h4,f2,h2,a2,c1,g2,e4,d2,a4,d8,b3,N,c2,b2,c4","g5,a5,f4,b4,e3,c3,d1","false","Qd2","QueenUncommonOpening"
"48","d1,h5,Q,e2,f5,c4,b5,d7,K,a4,P,N,f1,g5,f3,b7,b3,e1,g7,B,h6,g2,g1,g3,,1-0","d1","true","Q","QueenUncommonOpening"
"49","e2,f3,g4,h5,d5,b3,d3,d2,a4,e1,c2,c1,d8,d4,f1,b1,h3,b5,c4,d7,h1,f5,e4,h4,h6,d1,d6","h5,g4,f3,e2","true","Qd1","QueenUncommonOpening"
"50","d1,e2,g4,Q,h5,d8,c1,g1,f1,a8,g7,B,0-1,b1,d2,f2,c8,c3,h1,h2,c5,N,b5,b3,e4,a2","d1","true","Q","QueenUncommonOpening"
"51","e2,h5,g4,f3,f1,e1,f2,d3,h6,c2,a4,d2,b3,d4,c1,h2,b2,a6,d8,d7,d1,g2,g1,c3,d5,h3,h1","f3,e2","false","Qd1","QueenUncommonOpening"
"52","b7,d7,c7,g7,f4,d8,b2,a7,b8,h7,e7,d1,e6,c4,g2,a8,c8,a6,f2,e8,h2,K,f8,f7,f1,Q,e5","b7","true","Q","QueenCanPromote"
"53","b8,c7,e7,b6,b5,c8,b4,d7,f7,h7,a6,g7,d5,a7,b3,e4,a8,c6,b1,c5,f3,g6,b2,e8,e6,g8,g4","b8","true","Qb7","QueenCanPromote"
"54","b7,b8,e4,g2,b1,c6,a7,f1,a6,c7,c1,d1,b2,c4,c8,g1,g7,e2,a8,d7,R,1-0,f2,K,1/2-1/2,B","b7,e4","false","Q","TwoQueensOfOnePlayer"
"55","c6,e4,a7,a6,d5,c7,f3,b5,b4,b8,e7,h7,d7,c2,c8,c4,g7,f7,b3,g2,b6,b2,a5,g4,e6,b1,a8","c8,b8,a8,g7,f7,e7,d7,c7,a7,b6,a6,b5,b4","false","Qb7","TwoQueensOfOnePlayer"
"56","b8,d7,a8,c8,c7,h2,e8,d8,d4,b5,a6,e1,g1,b7,h7,g3,h8,a5,g8,b2,d2,f8,e7,g7,b1,1/2-1/2,e2","b8","true","Q","PawnToQueenPromoted"
"57","b6,c8,e5,b7,d6,a8,c7,a7,h8,e8,b4,f4,d8,f8,b5,g3,g8,b2,b3,h4,h2,b1,c5,g5,f3,h3,b8","d8,c8,a8,c7,b7,a7,d6,b6","false","Qb8","PawnToQueenPromoted"
"58","c3,c4,b6,d1,g1,d5,a4,g5,c6,e7,d8,b5,c5,d3,g4,h4,h5,a1,P,f5,B,f3,Q,b4,,e5,d2","c3","true","Q","ManyQueenMoves"
"59","e5,b3,a5,c7,d3,c5,e3,c6,g7,f3,d2,c4,b2,g3,c2,a3,f6,c8,h8,b4,h3,b6,a1,e1,c1,d4,b5","g7,f6,e5,a5,d4,b4,h3,g3,f3,e3,d3,b3,a3,c2,c1","false","Qc3","ManyQueenMoves"
"60","d1,b5,f1,b6,b7,e4,Q,d8,g4,h1,c7,f7,d3,a7,c6,f2,c2,0-1,N,K,a4,e7,B,1-0,c1,e1","d1","true","Q","QueenNeedsToBlock"
"61","a4,b3,d2,c2,e2,e1,d3,h5,b5,d7,c1,f3,d5,b1,d4,g4,f1,d6,d8,a1,g1,d1,c7,h1,a6,b7,c3","d3,e2","false","Qd1","QueenNeedsToBlock"
"62","d2,d1,c2,a4,d4,e1,c4,d3,e2,f2,b6,b5,b3,b4,g4,c1,h5,a2,e3,d5,a1,c7,e8,g2,h1,g1","d2","true","Q","QueenIsPinned"
"63","b4,c2,d1,d3,d4,c3,e2,a2,a5,f4,d5,b2,e3,g5,c1,d8,e1,d2,f2,h6,g2,h2,a4,e5,d6,a3,h4","b4,c3","false","Qd2","QueenIsPinned"
"64","c2,d1,c1,c3,g3,e1,b5,d2,d4,a2,h4,e3,b3,h5,f2,e2,Q,g4,h2,f1,c5,d8,h1,g7,b2,","c2","true","Q","QueenOnlyDiagonalMove"
"65","d1,b3,d3,a4,d2,a2,d4,e4,c4,g6,c2,c3,h7,c1,c6,b1,b2,e2,f5,c7,f2,g2,e3,h2,g4,b5,e1","h7,g6,f5,e4,a4,d3,b3,d1,b1","false","Qc2","QueenOnlyDiagonalMove"
"66","d3,c6,b6,b3,e6,f6,f5,b5,c2,e3,c3,e4,c5,d4,c1,f7,,g6,f1,d1,g7,B,a3,d5,h1,e2,b4","d3","true","Q","QueenCanOnlyCapture"
"67","e2,b5,f3,d4,d5,d8,f5,d1,g3,f1,e4,b3,c4,c2,g6,d2,e3,a6,b1,c3,h7,c6,g4,d7,d6,h3,e8","e2","true","Qd3","QueenCanOnlyCapture"
"68","b2,a2,c4,g3,g5,b4,b3,d2,d4,a4,e3,c3,e4,h3,a3,h4,d3,e2,f5,g4,h5,f4,c2,e5,d5,h6,c5","b2,a2","true","P","Pawn"
"69","b3,b4,a3,c3,a2,c2,c4,a4,c1,b5,b1,f4,d3,c5,g3,g5,g7,d4,h8,,b6,h5,a7,a1,f6,b7,a8","b3,b4","true","Pb2","Pawn"
"70","c2,h2,d2,b2,f3,e5,a2,e3,f2,d3,e2,g2,g5,g3,f4,g4,e6,e4,c5,f5,d8,h6,c3,b5,a3,,h3","e5,f3,h2,c2,b2,a2","false","P","Pawn"
"71","f6,e6,d6,f4,d4,c6,h8,b8,g7,e4,g3,g6,c5,c7,N,f3,b2,g4,a1,e8,d5,P,d7,K,b5,a7,B","f6,e6","true","Pe5","Pawn"
"72","h2,f2,a2,g3,d2,c2,e2,c5,c4,h3,b4,b3,a3,b2,e5,e3,d4,d3,d5,a4,c6,b5,b7,e4,f6,b6,b1","c5,h2,f2,c2,a2","false","P","Pawn"
"73","c6,b6,d6,e6,c4,b5,a6,d4,d7,d5,b4,c8,a3,a7,b7,f8,B,e7,g1,f2,c1,a4,P,f7,b3,e4,","c6","true","Pc5","Pawn"
"74","e7,h7,f7,c7,d5,a7,b7,g5,g7,d7,e2,d2,c4,a2,g2,f6,h2,c6,h6,b5,f5,b6,f2,c3,e5,b2,g6","d5,h7,f7,e7,c7,b7,a7,g5","true","P","PawnAsBlack"
"75","d4,c4,e4,f3,e6,h1,d6,c5,c3,e5,d3,c6,,g2,d2,b6,b7,h3,b1,f6,a2,b4,h8,B,a1,g1,b3","c4,d4","true","Pd5","PawnAsBlack"
"76","e7,a7,h7,c7,g7,b7,f7,e6,c6,b6,d4,d7,a6,a5,d5,e5,b4,b8,g5,e4,c4,c5,b5,h6,d6,g4,f8","h7,g7,f7,c7,b7,a7,e6","false","P","PawnAsBlack"
"77","h6,h5,g6,f6,f5,d2,g8,c6,g5,e4,c2,b3,b1,c3,h8,d5,a4,a3,f3,e7,d7,f8,h3,g7,c4,N,e6","h6,h5","true","Ph7","PawnAsBlack"
"78","e2,a2,b2,g2,f2,h2,c2,d2,g3,d3,h3,e3,h4,g7,c5,h6,g5,b4,e7,c3,f1,a3,c7,a5,N,R,b5","h3,d3,g2,f2,e2,c2,b2,a2","false","P","PawnUncommonOpening"
"79","h4,g4,h6,c8,b5,d7,h8,h3,N,a4,b6,g5,g2,B,h2,g3,a3,f5,f8,P,R,c7,h1,e7,a5,f1,c5","h4","true","Ph3","PawnUncommonOpening"
"80","c2,d2,g2,h2,e2,f2,a2,b3,b2,g1,e5,d7,b1,g7,f3,f6,c1,a1,e4,g5,e7,g4,h3,a7,f4,f1,c3","b3,h2,g2,f2,d2,c2","false","P","PawnUncommonOpening"
"81","b4,f6,a4,b2,a3,c3,c4,c5,P,a2,d5,B,a1,d1,h6,h8,b3,K,Q,f8,e5,,g5,,N,c2,g7","b4","true","Pb3","PawnUncommonOpening"
"82","d2,g2,f5,c2,a2,f2,e2,b2,e3,h2,f6,h3,e5,f3,c4,g5,g3,d1,b5,f1,g1,b6,c5,c1,d4,b1,b4","f5,h3,g2,f2,d2,c2,b2,a2","false","P","PawnUncommonOpening"
"83","f6,e6,g6,e5,d7,d6,f5,f8,h6,d5,g4,f4,Q,B,e7,f7,g7,P,h7,d8,b5,g5,c6,c8,b1,c2","f6","true","Pf5","PawnUncommonOpening"
"84","c2,a2,g2,d2,f2,h2,b2,e2,e3,g4,h4,a6,h3,h5,b5,f3,d3,e4,a5,g5,,f1,d4,b3,g3,f5,f4","g4,e3,h2,f2,d2,c2,b2,a2","false","P","PawnUncommonOpening"
"85","g5,h5,g7,f5,h7,e7,h6,d4,d7,a7,a6,f7,g6,c7,b7,c4,f8,h4,e5,f3,R,e6,b6,f4,P,e4,g8","g5","true","Pg4","PawnUncommonOpening"
"86","f4,b5,h2,c2,g3,d2,b2,c5,a3,d4,f2,a4,b4,e3,a2,c3,a5,d6,f6,b6,e4,b3,g6,e2,e5,g5,e6","b5,f4,g3,h2,b2","false","P","PawnLategame"
"87","b6,c6,a6,a4,c4,d6,c7,d7,b4,c5,b8,a5,b5,d5,a7,e8,P,K,b7,d3,,e6,h5,c3,N,R,e5","a6,b6","false","Pb5","PawnLategame"
"88","h3,c4,f5,g4,f2,h2,a2,e3,d5,g5,b2,f4,a4,b3,f3,e5,a3,b4,d2,d3,e4,b5,h1,c2,f6,e2,d4","g4,c4,a2","false","P","PawnLategame"
"89","f5,g5,h5,f3,g3,h3,h4,g7,e6,e5,c8,e4,d1,b4,c4,f4,h6,b6,g6,B,R,f6,Q,g8,h7,d5,a5","g5","false","Pg4","PawnLategame"
"90","h2,f3,g2,a3,e4,b3,h3,c3,c5,d4,f4,g3,d5,e3,h4,e6,b5,f2,f5,a2,b6,d2,g4,e2,h1,f1,c2","h2","true","P","OnlyOneOfManyPawnCanMove"
"91","g3,h3,h4,h1,g1,g4,e2,f2,g2,d6,f3,b4,B,h8,b6,N,h7,h5,f4,e1,K,R,1-0,1/2-1/2,f1,e5,c2","g3,h3,h4","true","Ph2","OnlyOneOfManyPawnCanMove"
"92","h7,e4,a3,b5,a6,c6,g7,f7,d5,b3,c4,a7,a5,b6,f4,f5,c7,g6,g4,d6,h5,e5,g5,e7,d3,e6,d4","h7,g7","false","P","OnlyFiewPawnsLeft"
"93","h6,h5,g6,b3,f3,g8,b5,h4,d2,c6,N,g5,e4,c3,d3,R,h3,f6,P,f5,B,c2,a4,K,c1,h8,g7","h6,h5","true","Ph7","OnlyFiewPawnsLeft"
"94","h2,b3,a3,g2,f4,g3,e3,d3,b5,d4,f2,d6,c4,h3,g5,c3,g4,e2,h1,h4,b6,a4,c5,a5,e5,d5,g7","h2","true","P","PawnCanCapture"
"95","h3,h4,g3,d6,h1,g1,Q,g2,b6,b4,B,e5,d4,N,e2,f4,g4,h6,h7,c7,e3,f3,h5,K,a8,e1,R","g3","false","Ph2","PawnCanCapture"
"96","b3,a3,g2,d3,h2,e4,c3,f2,c2,b5,e3,d4,e6,f4,b6,c6,f3,a4,c4,d5,g7,h3,f6,a2,g4,g3,a6","h2","false","P","OnlyOnePawnLeft"
"97","h3,h4,g3,g1,g2,h1,d6,Q,b6,e1,B,e2,b4,f4,c7,e3,h6,e5,g4,h7,K,0-1,R,1-0,d8,h5,b8","h3,h4","true","Ph2","OnlyOnePawnLeft"
"98","e2,d2,h4,f2,a2,g4,g3,c2,c3,b2,b4,g5,g2,h3,a4,d4,f1,h2,f3,b3,a3,a5,h5,e5,f4,d1,h1","b3,f2,e2,d2,a2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"99","b4,a4,c4,a2,c2,g5,Q,f7,b2,P,b7,e6,a3,h6,d1,K,g8,c3,g7,d5,d4,f6,h8,B,h7,c5,","b4","true","Pb3","PawnCanOnlyMoveOneSquareFromStartPosition"
"100","d2,c2,f5,c3,b2,e2,g3,a3,h4,a4,g4,b4,e6,g6,f4,a5,b5,b3,d4,g2,a6,c1,a1,f3,d5,h8,f2","e2,d2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"101","e3,e4,d3,f3,g4,b4,g3,a6,d1,b5,h5,c4,B,d2,P,f1,c3,Q,f2,e5,N,f5,a5,e1,a3,b8,R","e3","true","Pe2","PawnCanOnlyMoveOneSquareFromStartPosition"
"102","a2,e2,g2,f2,b2,h2,d2,c3,c2,d3,e3,f3,b3,a3,g3,h3,a1,e1,f6,a7,f1,a4,g5,h6,c7,c6,h4","e2","false","P","PawnHasToCapture(Check)"
"103","e3,e4,d3,f3,g3,f1,d1,d2,e1,f4,g4,g1,f2,N,h5,c3,d4,B,P,b5,Q,e7,R,a6,c4,e8,c2","d3","false","Pe2","PawnHasToCapture(Check)"
"104","f1,f4,d3,g4,c1,b3,g2,c2,c4,b5,e6,g6,e4,a2,a6,e2,d1,h1,g5,f3,b1,h5,f8,h3,d6,g1,f6","f1","true","B","Bishop"
"105","e2,d3,b5,c4,a6,g2,h3,f5,d1,f1,f3,e1,g1,g3,a3,h1,d2,f2,b1,b2,h2,c2,b4,g4,f4,a4,h5","e2","true","Bf1","Bishop"
"106","c8,f8,c4,d7,f5,f1,d4,g5,d1,e8,a4,c1,e6,h8,d5,h6,d3,e4,,b7,a8,a1,c7,b5,f6,g7,b2","f8,c8","true","B","BishopAsBlack"
"107","g7,h6,c5,e7,a3,d6,b4,g6,e6,a4,h7,b3,b2,h8,c4,f3,N,c8,a7,a1,f6,a8,e8,P,b7,d7,a2","g7,h6","true","Bf8","BishopAsBlack"
"108","d7,b4,e5,g7,d4,a6,c6,a5,d5,e8,h6,a4,f6,b3,e7,b5,f8,c4,c5,g8,h7,d6,d1,a1,f5,b6,e3","d7","true","B","BishopAsBlack"
"109","c6,g4,b5,a4,e6,f5,h3,e8,b6,c8,d6,f6,d5,c5,d4,N,e5,d1,d2,b4,c4,e7,P,R,b7,a1,b8","c8,c6,b5,a4","false","Bd7","BishopAsBlack"
"110","d4,b5,c4,h5,f4,a3,c3,c5,d7,g2,b4,d3,b3,c8,f1,b8,e8,d1,h3,g5,e6,e4,g3,g1,e1,e2,b6","d4","true","B","BishopLategame"
"111","c5,e5,e3,c3,f6,b6,f2,b2,a7,g1,h8,g7,d5,a1,b8,f4,b5,d3,d8,d6,g3,f8,b4,a5,h6,d4,a3","h8,g7,a7,f6,b6,e5,c5,e3,c3,f2,g1","false","Bd4","BishopLategame"
"112","f1,c1,f3,f2,g3,f8,h1,f5,d1,e1,a2,a3,b2,g7,c2,g2,g1,e6,h2,g6,g5,d6,d4,h6,a6,e8,d2","f1","true","B","BishopLategame"
"113","g2,h3,e2,d3,b5,g1,a6,c4,e4,e1,f2,h1,d1,f3,h2,f5,g3,g4,d2,b1,f7,R,e3,a2,f4,h5,f1","h3,d3,g2,e2","true","Bf1","BishopLategame"
"114","e8,f4,d4,c8,d8,c5,e1,d7,g8,f1,c1,a8,e2,f8,b5,c4,d1,b8,h6,a4,a7,g4,b1,a5,g1,c2,e6","e8,f4,b7","false","B","BishopLategame"
"115","g6,h5,b5,d7,c6,f7,e6,a4,g8,e2,d5,a8,e4,a2,c4,e7,d3,b7,b3,c8,d8,a6,f3,h3,d6,c7,h7","f7,g6,h5","false","Be8","BishopLategame"
"116","c1,e2,b3,e4,c4,g5,f8,b1,f1,c8,g1,d1,a2,g4,e3,d4,d3,N,d2,f6,a1,P,b5,g2,b4,a3,b2","e2,c1","true","B","BishopUncommonOpening"
"117","f3,h5,f1,c4,g4,d3,d1,b5,e3,B,g3,a6,e4,N,P,b2,a4,h3,e2,c3,e6,R,Q,K,c6,a2,e8","a6,h5,b5,g4,c4,f3,d3,f1","false","Be2","BishopUncommonOpening"
"118","f1,f5,c1,e2,c4,d2,g5,g1,b5,e3,g2,d1,b1,b2,h3,d5,e1,f3,f8,b4,a3,c2,N,c5,P,,d8","f1","true","B","BishopUncommonOpening"
"119","c4,b5,d3,e2,a6,g2,h3,f5,Q,b7,f1,d7,d2,f7,a3,h5,e4,a2,c3,c6,f3,a4,b2,e3,e6,d4,h2","a6,b5,c4,d3,e2","true","Bf1","BishopUncommonOpening"
"120","f1,c1,e2,a2,d1,e1,c8,a8,d2,b5,b2,g2,f2,e3,e8,f8,g5,c4,h3,h1,Q,d3,B,h5,P,a6,N","f1","true","B","BishopUncommonOpening"
"121","a6,e2,d3,b5,c4,f1,h3,f3,h5,g2,d4,Q,b7,h6,e4,h1,e6,g4,e1,f2,d7,a4,a3,b4,a8,a5,","a6,b5,c4,h3,d3,g2,e2","false","Bf1","BishopUncommonOpening"
"122","g4,e3,d2,d4,b2,c4,f2,f4,c5,d1,f5,h4,g1,h8,g5,e1,f8,c3,g2,b4,h3,a4,e2,g8,b5,h1,a8","g4","true","B","OneBishopOfOnePlayer"
"123","f3,f5,e6,d1,e2,h5,h3,c8,d7,c4,g6,g8,g5,e8,e4,a4,g3,f7,g2,a8,b5,b7,a2,g7,f4,c6,b1","c8,d7,e6,h5,f5,h3,f3,e2,d1","true","Bg4","OneBishopOfOnePlayer"
"124","b4,c4,e2,d4,f1,c2,e3,b6,d1,a4,d2,g5,c1,a6,g2,a5,h5,a2,f5,e6,e4,g6,d3,b5,c6,f3,c7","e2","false","B","OneBishopOfOnePlayer"
"125","f3,c4,d3,g4,b5,h5,a6,d1,f1,e8,c2,e4,e6,a4,c6,d7,b7,f4,g2,g3,c3,b3,h3,Q,d4,b1,e3","a6,h5,b5,g4,c4,f3,d3","true","Be2","OneBishopOfOnePlayer"
"126","d3,e3,c1,d2,c4,g5,d8,f4,e5,e4,f8,c5,g1,g2,b5,c3,b1,h3,c8,N,d5,d4,b7,c2,e7,P,e6","e3,d3","true","B","TwoBishopsOfOnePlayer"
"127","c5,d4,g5,f4,h6,f2,b6,a7,d2,g1,e4,c1,B,P,K,N,e8,h3,d3,e2,g4,g3,a5,g7,b8,a3,f6","h6,g5,c5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
"128","e3,f1,c4,d1,b5,h3,c1,f7,f5,d3,g4,a4,g1,g3,d5,e2,e5,g5,a2,e6,b1,e4,b6,R,f2,B,d4","e3,f1","true","B","TwoBishopsOfOnePlayer"
"129","f4,d4,g5,h6,g1,b6,c1,a7,f2,c5,g4,d2,e1,e4,g2,h4,a3,h3,h2,g7,a1,N,a5,B,e7,f8,d1","h6,g5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
