"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Ng1h3 Ng8f6 Ng1f3 Nb8c6 Nf3d4 Pd7d5 Nb1c3 Pa7a5 Nd4f3 Pf7f6 Nf3g1 Ng8h6 Ng1f3 Nh6f5 Nf3g1 Ng8f6 Pg2g3 Nf6d5 Ng1h3 Pg7g5 Pb2b3 Ph7h5 Bf1g2 Pg5g4 Pd2d4 Pf5f4 Bg2h1 Bc8e6 Bh1g2 Be6a2 Pe2e4 Rh8h7 Ke1d2 Nd5f4 Qd1h5 Rh7g7 Qh5d1 Qd8e8 Pe4e5 Pd6e5 Qd1e2 Rg7g2 Kd2d3 Pe5e4 Qe2f3 Pe4f3 Qf3d3 Qe8d8 Qd3f3 Qd8e8 Kd3c4 Nc6d4 Qf3a8 Qe8a8 Qa8b7 Nd4e2 Kc4b3 Ke8d7 Qb7c7 Kd7e8 Qc7e5 Qe8c8 Qe5e8 Qc8e8 Qe8e6 Ke8f7 Qe6f5 Kf7e6 Qf5e6 Ke6f7 Qe6e8 Kf7g7 Qe8e7 Kg7f6 Bc1b2 Kf6f5 Qe7f6 Kf5f6 Qf6g7 Kf5g5","2","pseudolegal","Ng1h3 Ng8f6 Ng1f3","75 5 55 65 5 62 52 5 55 49 5 22 28 5 49 34 6 37 35 5 15 25 6 13 11 5 34 49 6 53 52 5 49 55 5 62 68 5 55 49 5 68 51 5 49 55 5 62 52 6 56 57 5 52 35 5 55 65 6 61 59 6 16 17 6 69 67 4 47 56 6 59 58 6 32 34 6 51 50 4 56 63 4 30 44 4 63 56 4 44 8 6 40 42 3 70 69 1 39 32 5 35 50 2 31 67 3 69 61 2 67 31 2 38 46 6 42 43 6 36 43 2 31 40 3 61 56 1 32 33 6 43 42 2 40 49 6 42 49 2 49 33 2 46 38 2 33 49 2 38 46 1 33 26 5 28 34 2 49 14 2 46 14 2 14 21 5 34 40 1 26 17 1 46 37 2 21 29 1 37 46 2 29 43 2 46 30 2 43 46 2 30 46 2 46 44 1 46 53 2 44 51 1 53 44 2 51 44 1 44 53 2 44 46 1 53 61 2 46 45 1 61 52 4 23 16 1 52 51 2 45 52 1 51 52 2 52 61 1 51 59"
"Ng8e7 Pa7a6 Pa2a3 Pg7g6 Pd2d4 Nb8c6 Pf2f4 Bf8h6 Pd4d5 Pa7a5 Pb2b4 Pa5a4 Pc2c3 Ra8a1 Bc1b2 Ra1b1 Qd1c1 Ng8f6 Bb2c1 Pd7d5 Bb2a3 Nf6g4 Ph2h3 Ng4e5 Pc3c4 Ne5g4 Bh6g7 Ke8f7 Rh1h3 Ng4h2 Ng1f3 Nh2f3 Ke1d1 Ng4h2 Rh3h2 Bc8h3 Nf3g1 Bh3f1 Kd1e1 Rh8g8 Pc4d5 Nh2f3 Ke1d2 Nf3g1 Kd2c2 Nf3e1 Kc2d1 Rg1 0-1 Kd1d2 Rh1h3 Kd2c3 Bf1e2 Kc3c4 Bh3f1 Pd5d6 Rh3h6 Pd6d7 Bf1b5 Pd7c6 Bb5c6 Kc4b5 Bc6d7 Kb5b4 Bd7b1 Kb4c3 Rh6b5 Kc3b2 Bb1e4 Kb2c3 Qd8e8 Kc3b2 Bb1e4 Kb2a3 Be4g2 Ka3a4 Bg2h3 Ka4a5 Bh3f1 Ka5b4 Bf1d3","0","pseudolegal","Ng8e7","75 5 62 45 6 13 12 6 8 9 6 61 60 6 32 34 5 22 28 6 48 50 4 54 68 6 34 35 6 13 11 6 16 18 6 11 10 6 24 25 3 14 7 4 23 16 3 7 15 2 31 23 5 62 52 4 16 23 6 37 35 4 16 9 5 52 58 6 64 65 5 58 43 6 25 26 5 43 58 4 68 61 1 46 53 3 63 65 5 58 64 5 55 49 5 64 49 1 39 31 5 58 64 3 65 64 4 30 65 5 49 55 4 65 47 1 31 39 3 70 62 6 26 35 5 64 49 1 39 32 5 49 55 1 32 24 5 49 39 1 24 31 3 55 72 1 31 32 3 63 65 1 32 25 4 47 40 1 25 26 4 65 47 6 35 36 3 65 68 6 36 37 4 47 19 6 37 28 4 19 28 1 26 19 4 28 37 1 19 18 4 37 15 1 18 25 3 68 19 1 25 16 4 15 42 1 16 25 2 38 46 1 25 16 4 15 42 1 16 9 4 42 56 1 9 10 4 56 65 1 10 11 4 65 47 1 11 18 4 47 33"
"Q Ng1 Qe4e5 Pd2d3 Pd7d5 Pf2f3 Qd8b6 Pa2a3 Bc8f5 Pf3f4 Bf5g6 Pb2b4 Pa7a6 Pa3a4 Pb7b5 Pa4b5 Ke8c8 Pb4b5 Nb8a6 Pb5b6 Pc7b6 Ng1f3 Pb6b5 Pe2e4 Pa6a5 Pc2c4 Pa5a4 Qd1a4 Kc8b8 Qa4a7 Ng8f6 Qa7a8 Ke8d8 Qa8a1 Kd8e8 Qa1a4 Ke8e7 Qa4b5 Ke7e8 Qb5e2 Ke8d8 Qe2e4 Kd8e8 Qe4d5 Ke8d8 Pe4e5 Kd8e8 Qd5a8 Ke8d8 Bc1a3 Kd8c7 Ba3f8 Kc7d8 Qa8a7 Nf6d5 Bf8c5 Pd5c4 Pd3c4 Bg6g5 Pf4g5 Kd8e8 Bc5d4 Pc4d3 Qa7d7 Ke8d8 Qd7d8 Bg5f6 Qd8e8 Kd8e8 Qe8e7 Ke8d8 Qe7e8 Kd8e8 Qe7e5 Ke8d8 Qe5e4 Kd8e8 Qe4e5 Ke8d8 Qe5e6 Kd8c8","0","syntax","Q","75 2 5 55 2 42 43 6 32 33 6 37 35 6 48 49 2 38 20 6 8 9 4 30 51 6 49 50 4 51 60 6 16 18 6 13 12 6 9 10 6 21 19 6 10 19 1 46 30 6 18 19 5 22 12 6 19 20 6 29 20 5 55 49 6 20 19 6 40 42 6 12 11 6 24 26 6 11 10 2 31 10 1 30 22 2 10 13 5 62 52 2 13 14 1 46 38 2 14 7 1 38 46 2 7 10 1 46 45 2 10 19 1 45 46 2 19 40 1 46 38 2 40 42 1 38 46 2 42 35 1 46 38 6 42 43 1 38 46 2 35 14 1 46 38 4 23 9 1 38 29 4 9 54 1 29 38 2 14 13 5 52 35 4 54 27 6 35 26 6 33 26 4 60 59 6 50 59 1 38 46 4 27 34 6 26 33 2 13 37 1 46 38 2 37 38 4 59 52 2 38 46 1 38 46 2 46 45 1 46 38 2 45 46 1 38 46 2 45 43 1 46 38 2 43 42 1 38 46 2 42 43 1 46 38 2 43 44 1 38 30"
"Ng1h3 Nb8 N Ng1f3 N Ng1 N Ng1 Ng1 Ng1 Ng1 Ng8f6 Ng1h3 Nb8d7 Ng1h3 Ng8f6 Nh3g1 Pd7d6 Ng1h3 N Ph2 Nh3g1 Ng8h6 Nb1c3 Nb8c6 Ng1h3 Nc6b4 Nh3g1 Pa7a5 Ng1h3 Nb4b5 Pe2e4 Ng8f6 Ng5h3 Nf6g8 Nh3g1 Nb8c6 Nh3g1 Nc6b4 Ng1h3 Na5c6 Nh3g1 Nc6b8 Pa2a4 Nc6a5 Pa4a5 Pa7a6 Ph2h4 Ph7h5 Pg2g4 Ph5g4 Pf2f3 Pb7b5 Nh3g1 Pc7c6 Ng1h3 Pf7f5 Pf3f4 Pc6c5 Pc2c3 Pc5c4 Pb2b3 Pb5b3 Pc3c4 Pa5a4 Pb3a4 Pa4b3 Pa2b3 Pg7g5 Qd1b3 Qd8b6 Qd1h5 Bc8h3 Ke1d1 Qb6b5 Qh5g5 Qb5b6 Qg5h5 Qb6e6 Qh5e5 Qe6f6 Qe5d4 Bf8h6 Qd4d1 Qf6a1","1","syntax","Ng1h3 Nb8","75 5 55 65 5 22 5 5 55 49 5 5 55 5 5 55 5 55 5 55 5 55 5 62 52 5 55 65 5 22 37 5 55 65 5 62 52 5 65 55 6 37 36 5 55 65 5 6 64 5 65 55 5 62 68 5 15 25 5 22 28 5 55 65 5 28 18 5 65 55 6 13 11 5 55 65 5 18 19 6 40 42 5 62 52 5 59 65 5 52 62 5 65 55 5 22 28 5 65 55 5 28 18 5 55 65 5 11 28 5 65 55 5 28 22 6 8 10 5 28 11 6 10 11 6 13 12 6 64 66 6 69 67 6 56 58 6 67 58 6 48 49 6 21 19 5 65 55 6 29 28 5 55 65 6 53 51 6 49 50 6 28 27 6 24 25 6 27 26 6 16 17 6 19 17 6 25 26 6 11 10 6 17 10 6 10 17 6 8 17 6 61 59 2 31 17 2 38 20 2 31 67 4 30 65 1 39 31 2 20 19 2 67 59 2 19 20 2 59 67 2 20 44 2 67 43 2 44 52 2 43 34 4 54 68 2 34 31 2 52 7"
"Pb2 0-1b2 Ra8 Ph2h4 Pg2g3 Pd2d3 Pg7g6 Pe2e4 Pb7b6 Pa2a3 Ng8f6 Pf2f3 Pe7e6 Pf3f4 Pd7d5 Nb1d2 Pc7c5 Pc2c3 Pe6e5 Pf4e5 Pf6e5 Pc3c4 Pd5d4 Pc4c5 Bc8f5 Ng1e2 Bf5e6 Rh1h3 Ph7h6 Ne2g3 Bf8h6 Rh3f3 Qd8h4 Rf3h4 Qh4f6 Rh4h8 Qf6h8 Qd1e2 Qh8h7 Qe2b5 Qh7g8 Qb5a4 Qg8g4 Ke1d1 Qg4d7 Qa4e4 Nb8d7 Qe4b7 Qd7b7 Qb7a8 Ke8d7 Qa8a7 Kd7e6 Qa7a8 Ke6d7 Qa8d8 Kd7c7 Qd8b6 Kc7d7 Pd2d4 Kd7c7 Pd4d5 Kc7d7 Pd5d6 Kd7e8 Qb6a5 Ke8d7 Qa5d2 Ke8d7 Qd2g5 Kd7d8 Qg5g4 Kd8e8 Qg4g7 Ke8d8 Qg7h6 Ke8d7 Qh6h4 Kd7d8 Qh4d8 Kd8c7","0","syntax","Pb2","75 6 16 72 16 3 14 6 64 66 6 56 57 6 32 33 6 61 60 6 40 42 6 21 20 6 8 9 5 62 52 6 48 49 6 45 44 6 49 50 6 37 35 5 15 32 6 29 27 6 24 25 6 44 43 6 50 43 6 52 43 6 25 26 6 35 34 6 26 27 4 30 51 5 55 40 4 51 44 3 63 65 6 69 68 5 40 57 4 54 68 3 65 49 2 38 66 3 49 66 2 66 52 3 66 70 2 52 70 2 31 40 2 70 69 2 40 19 2 69 62 2 19 10 2 62 58 1 39 31 2 58 37 2 10 42 5 22 37 2 42 21 2 37 21 2 21 14 1 46 37 2 14 13 1 37 44 2 13 14 1 44 37 2 14 38 1 37 29 2 38 20 1 29 37 6 32 34 1 37 29 6 34 35 1 29 37 6 35 36 1 37 46 2 20 11 1 46 37 2 11 32 1 46 37 2 32 59 1 37 38 2 59 58 1 38 46 2 58 61 1 46 38 2 61 68 1 46 37 2 68 66 1 37 38 2 66 38 1 38 29"
"Ng1h3 Pa7a6 Rg1f3 Pc7c6 Pb2b4 Pe7e6 Pb4b5 Pd7d5 Bc1b2 Bf8d6 Pa2a4 Qd8e7 Pe2e3 Qe7b4 Bb2g7 Pc6b5 Bd1b2 Nb8c6 Bb2d4 Pb7b5 Bd4b2 Qb4d4 Nb1a3 Bd6a3 Ra1a3 Ba3d6 Pa4b5 Ke8e7 Pc2c3 Pa7a6 Pb5a6 Ra8b8 Pc3c4 Nc6b8 Na3c2 Nb8a6 Rh1h3 Na6b4 Rh3g3 Nb4d3 Pd2d3 Nd3f2 Ke1d2 Na1c2 Kd2c2 Bc8a6 Bf1e2 Rb8a8 Bb2d4 Ra8c8 Bd4f6 Ke7f7 Bf6h8 Ba6d3 Bh8f6 Pf7f6 Be2f3 Pe6e5 Pc4c5 Kf7f6 Bf3c6 Kf6e5 Pe3e4 Ke5e4 Kc2d3 Pd5d4 Kd3c3 Ke4f3 Pg2f3 Kf3e4 Kc3d2 Ke4d5 Kd2c2 Kd5c6 Kc2b3 Ph7h5 Kb3b4 Ph5h4 Rg3g4 Kc6b6","2","piece logic","Ng1h3 Pa7a6 Rg1f3","75 5 55 65 6 13 12 3 55 49 6 29 28 6 16 18 6 45 44 6 18 19 6 37 35 4 23 16 4 54 36 6 8 10 2 38 45 6 40 41 2 45 18 4 16 61 6 28 19 4 31 16 5 22 28 4 16 34 6 21 19 4 34 16 2 18 34 5 15 9 4 36 9 3 7 9 4 9 36 6 10 19 1 46 45 6 24 25 6 13 12 6 19 12 3 14 22 6 25 26 5 28 22 5 9 24 5 22 12 3 63 65 5 12 18 3 65 57 5 18 33 6 32 33 5 33 48 1 39 32 5 7 24 1 32 24 4 30 12 4 47 40 3 22 14 4 16 34 3 14 30 4 34 52 1 45 53 4 52 70 4 12 33 4 70 52 6 53 52 4 40 49 6 44 43 6 26 27 1 53 52 4 49 28 1 52 43 6 41 42 1 43 42 1 24 33 6 35 34 1 33 25 1 42 49 6 56 49 1 49 42 1 25 32 1 42 35 1 32 24 1 35 28 1 24 17 6 69 67 1 17 18 6 67 66 3 57 58 1 28 20"
"Ng1h3 Ng1h3 Ph3h4 Pg7g5 Ng1f3 Ng8f6 Pf2f3 Pg5g4 Pf3g4 Pd7d5 Pg2g3 Pc7c6 Bf1h3 Bf8g7 Ke1f2 Pe7e5 Pd2d3 Pe5e4 Bh3d7 Qd8d7 Nb1d2 Qd7h3 Bd2g5 Qh3h1 Nf3g1 Qh1h2 Kf2g2 Qh2h1 Ng1h3 Qh1g1 Rf1f2 Qg1g3 Qd1e1 Qg3f4 Nh3f2 Qf4e4 Pb2b3 Qe4d4 Kg2f1 Qd4f4 Kf1e1 Qd4f4 Qe1f2 Qf4e4 Ke1d2 Qe4f4 Pe2e3 Qf4h6 Qf2e2 Qh6f7 Pa2a4 Qf7e7 Bc1a3 Ke8c8 Pb3b4 Qe7f7 Qe2e4 Qf7f5 Qe4h4 Pd5d4 Pb4b5 Pd4d3 Pc2d3 Pd3d2 Ba3e7 Qf5b1 Ra1b1 Bc8e6 Qh4e1 Qb2e5 Qe1b4 Qe5d4 Qb4d4 Qd4b4 Ke1d1 Qb4b6 Qd4a1 Rh8f8 Kd1d2 Rf8e8","1","pseudolegal","Ng1h3 Ng1h3","75 5 55 65 5 55 65 6 65 66 6 61 59 5 55 49 5 62 52 6 48 49 6 59 58 6 49 58 6 37 35 6 56 57 6 29 28 4 47 65 4 54 61 1 39 48 6 45 43 6 32 33 6 43 42 4 65 37 2 38 37 5 15 32 2 37 65 4 32 59 2 65 63 5 49 55 2 63 64 1 48 56 2 64 63 5 55 65 2 63 55 3 47 48 2 55 57 2 31 39 2 57 50 5 65 48 2 50 42 6 16 17 2 42 34 1 56 47 2 34 50 1 47 39 2 34 50 2 39 48 2 50 42 1 39 32 2 42 50 6 40 41 2 50 68 2 48 40 2 68 53 6 8 10 2 53 45 4 23 9 1 46 30 6 17 18 2 45 53 2 40 42 2 53 51 2 42 66 6 35 34 6 18 19 6 34 33 6 24 33 6 33 32 4 9 45 2 51 15 3 7 15 4 30 44 2 66 39 2 16 43 2 39 18 2 43 34 2 18 34 2 34 18 1 39 31 2 18 20 2 34 7 3 70 54 1 31 32 3 54 46"
"Pf8b4 Pb4a3 Pb2a3 Pe7e5 Pe5f6 Bf8d6 Pe2e3 Pc7c6 Bf1c4 Pd7d5 Bc4e2 Nb8d7 Ng1e2 Nd7e5 Nb1a3 Pc6c5 Na3b1 Ne5e2 Ne2g3 Ne2g3 Bc4e2 Ng3f5 Nb1a3 Bc8g4 Ph2g4 Ng8f6 Pf2f3 Bg4e2d1e2e3 Bf6b2 Rh1g1 Bb2c1b2a1b1 Bb2a3 Rb1a1 Ba3c1 Ke1e2 Bc1e3 Ke2d1 Ra8b8 Kd1c1 Nf5e3 Kc1b2 Ne3f5 Ng1h3 Nf5d4 Be2f3 Nf5g7 Rg1e1 Nd4e6 Re1e6 Ke8f7 Re6e8 Ne6g5 Pd2d4 Ng5e6 Rg1g5 Ne6g5 Rb1f1 Ng5e6 Bf3e4 Rb8a8 Be4c6 Pb7c6 Kb2c1 Pb7b6 Kc1b1 Pb6b5 Kb1a1 Kf7f6 Bc6b5 Kf6f7 Ka1b2 Ne6d4 Ka1b2 Pb5c4 Kb2c1 Nd4f3 Kc1d2 Kf7e6","0","piece logic","Pf8b4","75 6 54 18 6 18 9 6 16 9 6 45 43 6 43 52 4 54 36 6 40 41 6 29 28 4 47 26 6 37 35 4 26 40 5 22 37 5 55 40 5 37 43 5 15 9 6 28 27 5 9 15 5 43 40 5 40 57 5 40 57 4 26 40 5 57 51 5 15 9 4 30 58 6 64 58 5 62 52 6 48 49 4 58 40 31 40 41 4 52 16 3 63 55 4 16 23 16 7 15 4 16 9 3 15 7 4 9 23 1 39 40 4 23 41 1 40 31 3 14 22 1 31 23 5 51 41 1 23 16 5 41 51 5 55 65 5 51 34 4 40 49 5 51 61 3 55 39 5 34 44 3 39 44 1 46 53 3 44 46 5 44 59 6 32 34 5 59 44 3 55 59 5 44 59 3 15 47 5 59 44 4 49 42 3 22 14 4 42 28 6 21 28 1 16 23 6 21 20 1 23 15 6 20 19 1 15 7 1 53 52 4 28 19 1 52 53 1 7 16 5 44 34 1 7 16 6 19 26 1 16 23 5 34 49 1 23 32 1 53 44"
"Pa7a7 Ke8f7 Pd7d6 Ke8d7 Kd7d6 Ke8d7 Pg2g4 Pc2c4 Pe2e4 Kc4c5 Ke1e2 Ke8d7c6d7e8 Ke8d8 Kd8e8 Ke8f7 Bf1f1 Ke8d8 Kf1g2 Bc8e8 Pf2f3 Pg7g6 Pd2d4 Pb7b6 Pb2b3 Ke8d8 Ph2h4 Ph7h6 Ph4h5 Rh8h6 Kg2g3 Rh6h1 Kg2h1 Bf8g7 Kh1g1 Rh6e6 Kg1g2 Ra8a7 Kg2f1 Ra7h7 Bc1b2 Rh7h8 Bb2g7 Rh8g8 Kf1g2 Rg8g6 Kg2h1 Rg6g7 Kh1g1 Rg6h6 Bg2f1 Rh6h5 Bf1h3 Nb8c6 Bh3e6 Nc6d4 Kg1f2 Nd4c2 Nb1d2 Pc7c5 Kf2e2 Pc5c4 Ke2e3 Pc4d3 Ke3d3 Nc2a1 Nd2c4 Rh5h1 Kd3c2 Na1c2 Kc2c2 Nc2d4 Kc2b3 Nd4b3 Nc4d6 Pe7d6 Nd6b5 Ke8d7 Nb5d4 Kd7c8","0","piece logic","Pa7a7","75 6 13 13 1 46 53 6 37 36 1 46 37 1 37 36 1 46 37 6 56 58 6 24 26 6 40 42 1 26 27 1 39 40 1 46 37 28 37 46 1 46 38 1 38 46 1 46 53 4 47 47 1 46 38 1 47 56 4 30 46 6 48 49 6 61 60 6 32 34 6 21 20 6 16 17 1 46 38 6 64 66 6 69 68 6 66 67 3 70 68 1 56 57 3 68 63 1 56 63 4 54 61 1 63 55 3 68 44 1 55 56 3 14 13 1 56 47 3 13 69 4 23 16 3 69 70 4 16 61 3 70 62 1 47 56 3 62 60 1 56 63 3 60 61 1 63 55 3 60 68 4 56 47 3 68 67 4 47 65 5 22 28 4 65 44 5 28 34 1 55 48 5 34 24 5 15 32 6 29 27 1 48 40 6 27 26 1 40 41 6 26 33 1 41 33 5 24 7 5 32 26 3 67 63 1 33 24 5 7 24 1 24 24 5 24 34 1 24 17 5 34 17 5 26 36 6 45 36 5 36 19 1 46 37 5 19 34 1 37 30"
"Pf2f3 Qf2f4 Pf3f4 Pd7d5 Pe2e3 Nb8c6 Bf1e2 Ng8f6 Pc2c3 Pe7e5 Pd2d4 Pe5d4 Nf3d4 Nf6e4 Nd4f3d4 Pc3 Be2f3 Bf8d6 Ke1g1 Ke8g8 Pf3f4 Ne4f6 Bf3e2 Pc7c5 Pf4f5 Pc5c4 Pa2a4 Pc4c3 Bc1d2 Rf8e8 Ra1a4 Pb7b5 Bd2e1 Re8e1 Ra4c4 Qd8d7 Rc4c3 Qd7d5 Rc3c7 Qd5d6 Rc7c6 Ra8c8 Kg1h1 Bc8g4 Rc6c3 Nf6e4 Rc3b3 Ne4c3 Rb3b6 Rc8c6 Rb6a6 Rc6a6 Ra6a7 Ph7h6 Ra7a6 Pf7f6 Ra6h6 Rc6d6 Rh6h4 Rd6d2 Rh4h7 Pg7g5 Rh7a7 Rd2d1 Ra7b7 Pf6g5 Rh7h6 Pg5g4 Rb7h7 Kg8g7 Rh7h8 Kg7h6 Rh6h8 Kh6g6 Rh8g8 Kg6f5 Rg8d8 Kf5e6 Rd8d7 Ke6f5","1","path obstruction","Pf2f3 Qf2f4","75 6 48 49 2 48 50 6 49 50 6 37 35 6 40 41 5 22 28 4 47 40 5 62 52 6 24 25 6 45 43 6 32 34 6 43 34 5 49 34 5 52 42 5 34 49 34 6 25 4 40 49 4 54 36 1 39 55 1 46 62 6 49 50 5 42 52 4 49 40 6 29 27 6 50 51 6 27 26 6 8 10 6 26 25 4 23 32 3 54 46 3 7 10 6 21 19 4 32 39 3 46 39 3 10 26 2 38 37 3 26 25 2 37 35 3 25 29 2 35 36 3 29 28 3 14 30 1 55 63 4 30 58 3 28 25 5 52 42 3 25 17 5 42 25 3 17 20 3 30 28 3 20 12 3 28 12 3 12 13 6 69 68 3 13 12 6 53 52 3 12 68 3 28 36 3 68 66 3 36 32 3 66 69 6 61 59 3 69 13 3 32 31 3 13 21 6 52 59 3 69 68 6 59 58 3 21 69 1 62 61 3 69 70 1 61 68 3 68 70 1 68 60 3 70 62 1 60 51 3 62 38 1 51 44 3 38 37 1 44 51"
"P Pa2a1a1a3 Pe7e5 Pf2f3 Ph7h6 Pg2g3 Pd7d6 Bf1g2 Pg7g6 Ke1f2 Pf7f6 Nb1c3 Bf8g7 Qd1e1 Ng8e7 Ke1d1 Pc7c6 Pd2d4 Ke8g8 Pe2e3 Pb7b6 Bc1e3 Pd6d5 Ng1e2 Pf6f5 Pb2b3 Nb8d7 Pb3b4 Nd7b6 Pa2a3 Pa7a5 Be3b6 Bc8b7 Pb4b5 Bb7f3 Ne2g3 Nb6c4 Bb5c4 Ne7d5 Bc4d5 Nd5e3 Qd1f3 Qd8d5 Qf3f5 Qd5f5 Ng3f5 Pe6f5 Qf5f7 Rf8f7 Rh1e1 Ra8c8 Nc3b5 Rc8d8 Nb5d6 Bg7d4 Nd6c8 Rd8c8 Nc8b6 Kg8g7 Nb6c4 Nb6d5 Pg3g4 Pd5c4 Pg4f5 Bd4f2 Ke1f2 Bf2d4 Nc4e5 Nd5f4 Kf2g2 Nf4e6 Rd1f1 Kg7g8 Ne5d7 Ne6d4 Nd7e5 Nd4b3 Rf1f5 Nb3d4 Nf5d4","0","syntax","P","75 6 6 8 7 7 9 6 45 43 6 48 49 6 69 68 6 56 57 6 37 36 4 47 56 6 61 60 1 39 48 6 53 52 5 15 25 4 54 61 2 31 39 5 62 45 1 39 31 6 29 28 6 32 34 1 46 62 6 40 41 6 21 20 4 23 41 6 36 35 5 55 40 6 52 51 6 16 17 5 22 37 6 17 18 5 37 20 6 8 9 6 13 11 4 41 20 4 30 21 6 18 19 4 21 49 5 40 57 5 20 26 4 19 26 5 45 35 4 26 35 5 35 41 2 31 49 2 38 35 2 49 51 2 35 51 5 57 51 6 44 51 2 51 53 3 54 53 3 63 39 3 14 30 5 25 19 3 30 38 5 19 36 4 61 34 5 36 30 3 38 30 5 30 20 1 62 61 5 20 26 5 20 35 6 57 58 6 35 26 6 58 51 4 34 48 1 39 48 4 48 34 5 26 43 5 35 50 1 48 56 5 50 44 3 31 47 1 61 62 5 43 37 5 44 34 5 37 43 5 34 17 3 47 51 5 17 34 5 51 34"
"Pf2f3 Pd7d5 Pc2c4 Pc7c6 Nb1c3b5c7c6 Pd2d4 Ng8f6 Ng1h3 Nf6e4 Nh3f4 Ne4f2 Ke8d7 Nb8a6 Pd4d5 Pc6d5 Pb2b4 Na6b4 Pa2a3 Nb4c2 Kd7c6 Pb7c6 Pd5c6 Pc6c5 Pb6c5 Pe7e5 Kc6c5 Pf7f5 Pe2e3 Pe5f4 Kc5d4 Kd4e4 Ke4f4 Kf5f6 Kf4e5 Kf6g6 Ke5e6 Ke6e5 Ke6f7 Rh8f8 Kf7g8 Pa7a5 Kf7g8 Kg8f7 Pg2g3 Pa5a4 Kf7f6 Pc5c4 Kg8f7 Pc4c3 Kf7f6 Pd2d3 Kf6e6 Ke6d6 Pe3e2 Kd6d5 Kd5d6 Pc6c5 Bc8f5 Kd6c6 Kc6d6 Kd6e5 Ke5f5 Kf5g4 Kg4f5 Kf5g6 Kh5h6 Kh6g7 Kf5e4 Kg7g6h5h4g4 Kg6f5 Pg3f2 Ph7h5 Kf2g2 Kg2h1 Bf1e2 Kh1g2 Kg2f3 Kf3f4","4","syntax","Pf2f3 Pd7d5 Pc2c4 Pc7c6 Nb1c3b5c7c6","75 6 48 49 6 37 35 6 24 26 6 29 28 5 15 25 19 29 28 6 32 34 5 62 52 5 55 65 5 52 42 5 65 50 5 42 48 1 46 37 5 22 12 6 34 35 6 28 35 6 16 18 5 12 18 6 8 9 5 18 24 1 37 28 6 21 28 6 35 28 6 28 27 6 20 27 6 45 43 1 28 27 6 53 51 6 40 41 6 43 50 1 27 34 1 34 42 1 42 50 1 51 52 1 50 43 1 52 60 1 43 44 1 44 43 1 44 53 3 70 54 1 53 62 6 13 11 1 53 62 1 62 53 6 56 57 6 11 10 1 53 52 6 27 26 1 62 53 6 26 25 1 53 52 6 32 33 1 52 44 1 44 36 6 41 40 1 36 35 1 35 36 6 28 27 4 30 51 1 36 28 1 28 36 1 36 43 1 43 51 1 51 58 1 58 51 1 51 60 1 67 68 1 68 61 1 51 42 1 61 60 67 66 58 1 60 51 6 57 48 6 69 67 1 48 56 1 56 63 4 47 40 1 63 56 1 56 49 1 49 50"
"Pg2g4 Pd7d6 Pc2c3 Qd8d7 Pe2e4 Pf7f6 Pe4e5 Pf6e5 Ng1f3 Ng8f6d7e5d7e5g6e5 Bf1b5 Pa7a6 Bb5c4 Pd5c4 Pd2d3 Pg7g5 Qd1h5 Ke8d7 Qh5d1 Bf8h6 Bc1h6 Kd7c6 Bh6g7h6d2d4 Nf3d4 Kc6c5 Qd1g4 Kc5d4 Qg4f4 Kd4e5 Nb1d2 Bc8g4 Ke1e2 Bg4e2 Pa2a4 Ke5e4 Ke2d2 Ke4f3 Pg2f3 Be2f3 Kd2c3 Kf3c6 Pb2b4 Bf3e4 Nd2e4 Bh6d2 Ra1a2 Pg5g4 Ra2a3 Ph7h5 Rh1g1 Bd2c3 Bb2c3 Kc6b6 Bc3d2 Bc3b2 Bd2c3 Bb2a1 Kc3d3 Kb6c5 Bc3d4 Ba1d4 Kd3d4 Bd4f2 Kd4e5 Kc5b4 Ke5f5 Pg4h3 Kf5g5 Ph3h2 Kg5f5 Pe7e6 Kf5h3 Pb7b5 Kh3h2 Pb5b4 Kh2h3 Bf2g1","9","syntax","Pg2g4 Pd7d6 Pc2c3 Qd8d7 Pe2e4 Pf7f6 Pe4e5 Pf6e5 Ng1f3 Ng8f6d7e5d7e5g6e5","75 6 56 58 6 37 36 6 24 25 2 38 37 6 40 42 6 53 52 6 42 43 6 52 43 5 55 49 5 62 52 37 43 37 43 60 43 4 47 19 6 13 12 4 19 26 6 35 26 6 32 33 6 61 59 2 31 67 1 46 37 2 67 31 4 54 68 4 23 68 1 37 28 4 68 61 68 32 34 5 49 34 1 28 27 2 31 58 1 27 34 2 58 50 1 34 43 5 15 32 4 30 58 1 39 40 4 58 40 6 8 10 1 43 42 1 40 32 1 42 49 6 56 49 4 40 49 1 32 25 1 49 28 6 16 18 4 49 42 5 32 42 4 68 32 3 7 8 6 59 58 3 8 9 6 69 67 3 63 55 4 32 25 4 16 25 1 28 20 4 25 32 4 25 16 4 32 25 4 16 7 1 25 33 1 20 27 4 25 34 4 7 34 1 33 34 4 34 48 1 34 43 1 27 18 1 43 51 6 58 65 1 51 59 6 65 64 1 59 51 6 45 44 1 51 65 6 21 19 1 65 64 6 19 18 1 64 65 4 48 55"
