"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"55","b8,c6,a7,a6,c8,e4,b6,b5,b4,f7,f3,b3,g7,b1,e7,c7,d5,e6,b2,h1,a8,d8,h7,a4,h8,g8,d3","c8,b8,a8,g7,f7,e7,d7,c7,a7,b6,a6,b5,b4","false","Qb7","TwoQueensOfOnePlayer"
"56","b8,e8,d8,h8,d7,h2,h5,c3,c8,c7,f8,d4,e2,g4,a4,a5,e4,e6,a3,d6,g7,g2,a7,g8,f5,e7,e5","b8","true","Q","PawnToQueenPromoted"
"57","b6,f8,g8,c8,e8,d8,b7,d6,e5,h8,b5,b3,a8,b4,g3,b1,f4,c7,b2,b8,h2,d4,a7,c6,d3,g4,d7","d8,c8,a8,c7,b7,a7,d6,b6","false","Qb8","PawnToQueenPromoted"
"58","c3,c5,b3,d8,e2,Q,d2,d5,b2,c4,b4,f4,h5,g2,d7,b6,g7,a7,a4,f6,d1,e5,b7,b8,c7,c6,a2","c3","true","Q","ManyQueenMoves"
"59","b4,d4,b3,g7,e3,a5,b6,g3,c2,c7,d3,c3,a3,c4,b5,b2,h8,f3,a4,c1,a1,h3,a7,d2,e5,f4,e7","g7,f6,e5,a5,d4,b4,h3,g3,f3,e3,d3,b3,a3,c2,c1","false","Qc3","ManyQueenMoves"
"60","d1,b3,a4,b4,f1,f3,a1,d8,c7,c1,h1,b1,c4,a6,1/2-1/2,a7,b7,1-0,0-1,c2,g4,h8,f7,b6,a8,e7","d1","true","Q","QueenNeedsToBlock"
"61","a4,e2,b3,d3,c2,b5,c1,d8,d4,d5,d2,c4,e1,d7,f3,g4,d6,a1,b1,h5,c5,g1,a8,a6,c7,e4,b7","d3,e2","false","Qd1","QueenNeedsToBlock"
"62","d2,c4,c2,b3,d8,a1,f2,e7,a4,a2,h8,c3,e4,c5,c7,f6,f8,b1,e1,Q,g8,e2,e6,b2,d7,d4,a7","d2","true","Q","QueenIsPinned"
"63","b4,d1,g5,f4,c3,a5,c2,c1,d3,e2,d5,e3,e1,a2,h6,d8,b2,g2,d6,d2,f2,d4,h2,a4,,b5,h5","b4,c3","false","Qd2","QueenIsPinned"
"64","c2,b7,h7,c3,f7,b2,Q,c1,f3,f1,b4,d5,d7,h8,a2,1/2-1/2,b1,b3,e1,e2,c5,g7,g6,d3,a1,d1","c2","true","Q","QueenOnlyDiagonalMove"
"65","a4,d3,d1,e4,b3,b1,c4,g6,c6,d2,d4,h7,a2,e2,c3,c1,b2,f5,g2,c7,h2,a3,c8,f2,f4,e7,","h7,g6,f5,e4,a4,d3,b3,d1,b1","false","Qc2","QueenOnlyDiagonalMove"
"66","d3,c2,d1,c6,b3,f2,d4,a4,d2,c3,h5,c5,g4,d5,g7,f7,h8,a7,,d7,e7,e4,b6,b4,h1,e6,e3","d3","true","Q","QueenCanOnlyCapture"
"67","e2,f1,d5,d4,d8,h7,e4,b1,b5,f5,g6,c2,d6,b3,g3,Q,d7,g1,a6,f3,d1,c4,b7,h3,a3,h1,e3","e2","true","Qd3","QueenCanOnlyCapture"
"68","b2,c4,a2,g3,e4,g4,h4,g6,d5,f2,h5,f4,h2,f5,e2,h3,f3,c2,d2,b3,b4,g5,a4,f1,d4,d3,h8","b2,a2","false","P","Pawn"
"69","b3,b4,c3,a3,c5,a4,d3,d4,c2,b1,b8,b6,P,g7,g4,a1,c1,a2,c4,g3,h8,b7,f6,b5,d6,g6,N","b3,b4","true","Pb2","Pawn"
"70","e5,c2,f3,b2,h2,a2,e3,d3,d2,e4,f2,g8,f5,e7,e6,g5,g4,f8,e1,h7,g3,g6,d6,c7,g2,e8,h8","e5,f3,h2,c2,b2,a2","true","P","Pawn"
"71","e6,e4,f6,d6,d5,d4,N,f4,c5,Q,b8,g1,B,c7,K,R,P,c6,b2,b4,a3,1-0,c3,h8,,e8,g8","f6,e6","false","Pe5","Pawn"
"72","f2,h2,c2,a2,d2,g3,c4,c5,b2,e2,a5,a3,h3,a4,b3,e3,b4,e5,c6,f4,b5,e4,a7,h1,h7,b6,f5","c5,h2,f2,c2,a2","false","P","Pawn"
"73","c6,d6,b6,b7,e6,a7,f8,d7,d5,c5,f7,g1,h7,g7,c8,a6,e7,g4,f6,g3,a3,a8,b5,d4,N,e8,b4","c6","true","Pc5","Pawn"
"74","d5,g5,e7,c7,h7,f7,b7,a7,g7,e5,a5,b5,d7,d4,f5,c8,g3,e6,d3,h4,b6,e2,h8,h5,c6,c2,c3","d5,h7,f7,e7,c7,b7,a7,g5","true","P","PawnAsBlack"
"75","c4,d4,e4,f3,b3,d3,e3,d6,c3,b4,f4,e2,h1,a2,e6,g2,a1,d1,b7,f6,c7,c6,a4,c5,g4,d2,N","c4,d4","true","Pd5","PawnAsBlack"
"76","b7,a7,c7,e6,g7,f7,h7,d7,c4,c2,a2,d5,f2,a5,e7,b5,d2,b8,e5,d4,g2,e2,f8,h2,b2,a3,g1","h7,g7,f7,c7,b7,a7,e6","true","P","PawnAsBlack"
"77","h6,h5,f6,g8,f5,g6,e4,g5,b8,b1,b3,d3,c6,e7,h8,d5,b4,h4,c2,d2,c3,e3,g7,c7,a6,c1,a4","h6,h5","true","Ph7","PawnAsBlack"
"78","g2,b2,h3,e2,f2,c2,a2,d3,h4,h2,g3,e3,h5,g4,g5,a3,b3,a4,c3,b1,P,f3,h1,d5,h6,K,c1","h3,d3,g2,f2,e2,c2,b2,a2","true","P","PawnUncommonOpening"
"79","h4,a3,f4,a4,h6,g5,g2,h2,d7,d4,g4,f1,a5,P,f8,e4,b4,e6,c8,e8,N,b2,d3,a2,,g3,c1","h4","true","Ph3","PawnUncommonOpening"
"80","d2,c2,e4,g2,f2,h2,a2,b3,e2,b4,b2,e3,a4,d3,b1,c1,g4,c4,f4,a3,e5,a1,P,h5,c6,b5,d5","b3,h2,g2,f2,d2,c2","false","P","PawnUncommonOpening"
"81","b4,c4,a4,a3,a2,c2,d4,d1,e5,b2,e6,e8,f3,f7,d3,c3,g8,d7,b8,f6,d8,h8,b1,c5,h4,a1,b3","b4","true","Pb3","PawnUncommonOpening"
"82","g2,d2,a2,c2,f5,b2,h3,f2,e2,a3,e4,h5,d3,g3,f1,d1,h2,b5,e3,g1,e5,b1,a1,e6,d5,g7,e1","f5,h3,g2,f2,d2,c2,b2,a2","true","P","PawnUncommonOpening"
"83","g6,f6,f4,e6,g5,g4,d7,f3,e4,e5,b3,f8,h5,f5,h7,g8,c2,e7,Q,f7,1-0,b1,b5,0-1,,P,a6","f6","false","Pf5","PawnUncommonOpening"
"84","d2,c2,h2,b2,a2,g4,f2,e3,g2,e4,f1,b4,g5,a4,d1,h4,f4,d3,f3,g3,e5,c4,a5,b1,b7,h5,d6","g4,e3,h2,f2,d2,c2,b2,a2","true","P","PawnUncommonOpening"
"85","g5,h5,a6,f5,f4,f3,c4,d4,c3,e2,g3,g7,b7,e6,a5,b4,h6,h3,g1,f1,b5,d3,c6,c8,b1,h7,g8","g5","true","Pg4","PawnUncommonOpening"
"86","b5,f4,h2,b2,g3,f2,c2,d6,d4,a4,a3,a2,b3,e3,a5,h7,h3,a7,e7,c3,h1,c7,f6,d3,g1,h4,b1","b5,f4,g3,h2,b2","true","P","PawnLategame"
"87","b6,a6,c6,b4,b8,f6,a4,a7,d6,d7,g7,e8,c5,c7,f1,h6,e2,b7,c8,e4,h4,g5,e7,R,h3,h5,b1","a6,b6","true","Pb5","PawnLategame"
"88","c4,g4,a2,h2,f5,e5,d3,b2,f3,d5,f2,a4,f7,b4,h7,h4,a1,f4,e4,c1,b6,a7,c6,a3,g6,c5,b7","g4,c4,a2","true","P","PawnLategame"
"89","g5,h5,f5,g3,f3,h3,g1,e6,g7,K,Q,h6,R,d1,c6,f4,f8,N,f6,g8,P,B,e5,b2,0-1,g6,c8","g5","true","Pg4","PawnLategame"
"90","h2,g2,f3,a3,c3,b5,e4,a2,b3,e3,g4,c5,f2,b6,b4,a4,f1,d3,c2,e6,h4,d2,d5,b2,a1,b8,d4","h2","true","P","OnlyOneOfManyPawnCanMove"
"91","g3,h3,h1,g1,h4,g4,N,f2,g2,f1,e3,h5,c4,b6,d6,c6,e1,B,c8,e5,b8,d5,d3,h8,f4,b4,e2","g3,h3,h4","false","Ph2","OnlyOneOfManyPawnCanMove"
"92","e4,g7,h7,c6,a3,a6,b6,b4,d6,f5,b3,a5,f4,d5,g4,f7,c5,a7,g5,c2,a1,h3,f6,b5,d7,h4,e2","h7,g7","false","P","OnlyFiewPawnsLeft"
"93","h6,h5,g6,g8,f6,f5,g5,h8,a7,d3,g7,a4,d7,b7,e7,f3,h4,b3,f7,b8,c7,h3,c6,c4,b1,c1,b6","h6,h5","true","Ph7","OnlyFiewPawnsLeft"
"94","h2,a3,d3,b2,b3,c3,e3,b6,g4,e5,f2,f4,c5,f3,d4,d5,g1,b8,b4,c2,h4,h7,h1,g2,b5,a2,f1","h2","true","P","PawnCanCapture"
"95","g3,h3,h4,g1,h1,d6,g4,N,B,b8,f2,g2,h5,b4,e5,c6,b2,f4,e2,c2,c4,c7,P,K,b6,f1,b7","g3","true","Ph2","PawnCanCapture"
"96","h2,a3,d3,e4,c2,e3,f3,h3,g2,b2,d4,f5,h1,g4,c3,a2,b4,h4,f4,h7,f1,c5,e6,g3,c6,b7,a1","h2","true","P","OnlyOnePawnLeft"
"97","h3,h4,g3,g2,d6,h1,g1,b8,f3,b1,b3,b4,f4,Q,B,e5,b6,a3,h5,c7,g4,c8,g8,d5,f1,N,f6","h3,h4","true","Ph2","OnlyOnePawnLeft"
"98","e2,d2,f2,a2,h4,b3,h2,c2,b2,g3,g2,b4,g4,c3,d3,c6,h6,a3,c4,P,h5,d4,h1,g5,a4,e4,h3","b3,f2,e2,d2,a2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"99","b4,c5,a4,d5,c2,b8,c4,g8,g5,e4,a2,e3,g2,h6,c6,a5,a6,b7,h5,b1,h2,b6,d1,P,K,f7,g4","b4","true","Pb3","PawnCanOnlyMoveOneSquareFromStartPosition"
"100","f5,d2,c3,g3,h4,a4,a3,c2,a2,e2,b2,b3,f3,h2,g4,e4,b4,e6,g2,d4,c6,b5,d3,e3,h6,h8,g6","e2,d2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"101","e3,e4,f4,h5,f6,g4,g7,h6,B,b5,P,f1,d2,a6,N,g2,d5,g6,e6,d6,e8,f3,a3,g5,e1,c3,f2","e3","true","Pe2","PawnCanOnlyMoveOneSquareFromStartPosition"
"102","e2,g2,e3,a2,h2,c3,f2,b2,c2,b3,f1,d2,e5,Q,N,f3,e1,d1,f5,P,d3,,f7,g6,c6,B,a1","e2","true","P","PawnHasToCapture(Check)"
"103","d3,c4,e3,d1,f1,e4,f3,d4,d2,e1,b5,a6,N,e8,c2,e5,g3,h5,b6,,B,,a7,e6,f6,c8,f4","d3","true","Pe2","PawnHasToCapture(Check)"
"104","f1,f4,d2,e6,f8,d1,c5,c1,d3,g2,g7,b2,c8,e7,b3,h8,h6,h2,a7,c3,b4,f2,c6,e1,e4,h4,a1","f1","true","B","Bishop"
"105","d3,e2,h3,b5,g2,c4,f5,f3,c6,d1,a3,a6,b1,e1,d2,c2,a4,f2,b2,a2,b7,h2,g1,c8,e4,f7,h5","e2","false","Bf1","Bishop"
"106","c8,f8,g5,e8,d5,h8,d3,c2,g4,f5,g8,f7,h7,e7,h3,f1,b2,d1,g3,h1,h5,d4,g2,c7,h2,b8,B","f8,c8","true","B","BishopAsBlack"
"107","g7,h6,b4,c5,a3,d6,e7,d7,b3,g6,f6,a7,h7,a6,g8,h5,b7,e6,a4,e8,f7,b2,f3,h8,f5,a1,e4","g7,h6","true","Bf8","BishopAsBlack"
"108","d7,g7,b4,d5,c3,c4,c7,a7,b7,d4,c1,h8,a5,e7,f8,h7,P,f5,h5,e6,a3,e8,K,0-1,f6,a8,","d7","true","B","BishopAsBlack"
"109","a4,c6,b5,f5,g4,e6,c8,h3,e8,d7,e2,d1,d3,d5,a6,b3,d2,g2,b4,d6,a2,e7,a3,c2,g6,d8,b1","c8,c6,b5,a4","false","Bd7","BishopAsBlack"
"110","d4,e2,f1,h5,a6,b5,f4,d3,a3,c2,h2,h1,h6,d7,a4,e5,f8,h3,g2,e6,c8,h4,b3,e1,g8,b1,c5","d4","true","B","BishopLategame"
"111","f6,c5,e3,c3,e5,f2,b6,a7,a1,h8,b2,g7,g1,b4,d8,d2,e1,d6,d4,c7,e7,c4,b8,g3,h6,d5,h2","h8,g7,a7,f6,b6,e5,c5,e3,c3,f2,g1","false","Bd4","BishopLategame"
"112","f1,f2,b7,g5,h1,h6,e5,e7,N,a7,f3,d1,e1,h4,f7,b4,Q,c7,g7,e8,1/2-1/2,f8,a1,1-0,h8,g6","f1","true","B","BishopLategame"
"113","d3,g2,e2,b5,h3,c4,e4,a6,g1,d1,f7,b1,e1,d2,f5,h1,b7,f3,f2,b3,g4,a2,h5,d5,R,c8,c2","h3,d3,g2,e2","false","Bf1","BishopLategame"
"114","e8,f4,b7,e6,d7,c4,d8,d5,c1,f3,d4,b8,g7,g8,b5,f5,a7,e7,c8,d6,h6,c2,g4,h5,a8,B,f8","e8,f4,b7","true","B","BishopLategame"
"115","c6,b5,d7,h5,f7,a4,g6,d3,e6,f3,e2,g8,a6,e4,g4,c4,b3,c8,a2,e7,a8,f5,h7,d5,c2,d8,b8","f7,g6,h5","false","Be8","BishopLategame"
"116","c1,e2,e4,b3,b1,d1,e6,a2,c8,d3,d5,f8,g2,c4,h1,b5,c2,f2,d8,,g8,g1,a1,d6,,f7,f5","e2,c1","true","B","BishopUncommonOpening"
"117","f3,d3,g4,h5,d1,c4,f1,b5,e3,a6,g1,e1,Q,,c3,g3,d2,e8,f5,0-1,h6,B,e2,1-0,c1,,f2","a6,h5,b5,g4,c4,f3,d3,f1","false","Be2","BishopUncommonOpening"
"118","f1,f5,c1,h3,d1,d2,e6,b1,b7,g2,c8,h1,a2,a8,e4,b2,e2,h5,h2,f8,e1,e5,g1,d8,d3,f3,a6","f1","true","B","BishopUncommonOpening"
"119","d3,e2,b5,c4,d7,g2,a6,d5,f3,g4,a4,h3,f5,h5,e6,c8,f7,g1,a3,e4,b3,K,g6,d1,h2,,Q","a6,b5,c4,d3,e2","false","Bf1","BishopUncommonOpening"
"120","f1,d1,g4,c1,e3,h1,c2,h8,e4,f7,f5,b7,e5,h4,b4,a2,a1,h2,f3,b1,h7,b2,d6,g6,g2,e6,f8","f1","true","B","BishopUncommonOpening"
"121","e2,d3,a6,g2,b5,c4,h3,g1,a3,f3,h1,h5,c3,f2,f7,b7,d2,f4,d5,d4,a4,b4,e1,b6,h2,h4,f6","a6,b5,c4,h3,d3,g2,e2","true","Bf1","BishopUncommonOpening"
"122","g4,d2,f3,c5,e1,b2,d4,a5,a7,f6,f2,e3,f1,c1,f5,h2,f8,e2,d7,e7,a2,e5,h6,c2,c7,f7,b7","g4","true","B","OneBishopOfOnePlayer"
"123","d7,e6,f5,e2,f3,h3,d1,c8,h5,b7,a4,e4,f1,g5,e8,c6,g8,g2,b5,g3,c4,h7,B,f7,g6,g4,d3","c8,d7,e6,h5,f5,h3,f3,e2,d1","true","Bg4","OneBishopOfOnePlayer"
"124","e2,b4,c1,d2,a2,c2,b1,g2,b7,a4,a8,c7,f2,d4,d6,g1,f6,a6,a3,h3,d8,f8,e3,e5,d1,a1,g5","e2","true","B","OneBishopOfOnePlayer"
"125","f3,g4,c4,h5,d3,b5,d1,a6,f1,e1,e8,e4,d7,b4,Q,N,c2,c1,B,a4,d2,,h3,R,e6,c8,b7","a6,h5,b5,g4,c4,f3,d3","false","Be2","OneBishopOfOnePlayer"
"126","d3,e3,f3,e5,b1,c1,h1,f5,d1,f8,h2,a4,g5,b4,c4,b2,c6,c5,h4,b6,h8,f7,h3,f1,d7,e1,h5","e3,d3","true","B","TwoBishopsOfOnePlayer"
"127","c5,g5,f4,d2,d4,e4,a7,h6,b6,f2,g1,c1,e2,f8,f1,d1,e8,f6,g3,c7,g7,B,e6,e7,g2,P,b8","h6,g5,c5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
"128","f1,e3,h1,e5,c1,f5,f2,c5,h2,a1,d2,h3,e6,b1,b2,b4,d6,f8,h7,b7,a7,b3,c8,h8,e4,g3,g5","e3,f1","true","B","TwoBishopsOfOnePlayer"
