"Game String","Moves Until Error","Error Type","First Illegal Move","Predicted Tokens"
"Pd2d4 Ng8f6 Ng1f3 Pd7d5 Pc2c4 Bc8e6 Nb1c3 Pd5c4 Pe2e3 Pc7c6 Bf1c4 Be6c4 Ke1g1 Nb8d7 Nf3e5 Nd7e5 Pd4e5 Nf6d5 Nc3d5 Pc6d5 Pb2b3 Pe7e6 Bc1b2 Bf8b4 Pe3e4 Ke8g8 Pe4d5 Qd8d5 Qd1d5 Pe6d5 Pe5e6 Rf8e8 Pe6f7 Kg8f7 Ra1c1 Ra8c8 Rc1c2 Pd5d4 Pf2f4 Ph7h6 Pf4f5 Re8e3 Rc2f2 Rc8e8 Rf2f3 Re3e2 Rf3g3 Re2e1 Rf1e1 Re8e1 Kg1f2 Re1h1 Pf5f6 Pg7f6 Rg3f3 Rh1h2 Bb2d4 Bc4e6 Bd4a7 Rh2h1 Ba7b6 Kf7g6 Bb6d4 Ph6h5 Pg2g4 Ph5g4 Rf3g3 Bb4d6 Rg3g4 Kg6f5 Rg4g2 Rh1h4 Rg2e2 Be6b3 Bd4e3 Kf5g6 Re2g2 Kg6h5 Kf2g3 Rh4e4","12","pseudolegal","Pd2d4 Ng8f6 Ng1f3 Pd7d5 Pc2c4 Bc8e6 Nb1c3 Pd5c4 Pe2e3 Pc7c6 Bf1c4 Be6c4 Ke1g1","75 6 32 34 5 62 52 5 55 49 6 37 35 6 24 26 4 30 44 5 15 25 6 35 26 6 40 41 6 29 28 4 47 26 4 44 26 1 39 55 5 22 37 5 49 43 5 37 43 6 34 43 5 52 35 5 25 35 6 28 35 6 16 17 6 45 44 4 23 16 4 54 18 6 41 42 1 46 62 6 42 35 2 38 35 2 31 35 6 44 35 6 43 44 3 54 46 6 44 53 1 62 53 3 7 23 3 14 30 3 23 24 6 35 34 6 48 50 6 69 68 6 50 51 3 46 41 3 24 48 3 30 46 3 48 49 3 41 40 3 49 57 3 40 39 3 47 39 3 46 39 1 55 48 3 39 63 6 51 52 6 61 52 3 57 49 3 63 64 4 16 34 4 26 44 4 34 13 3 64 63 4 13 20 1 53 60 4 20 34 6 68 67 6 56 58 6 67 58 3 49 57 4 18 36 3 57 58 1 60 51 3 58 56 3 63 66 3 56 40 4 44 17 4 34 41 1 51 60 3 40 56 1 60 67 1 48 57 3 66 42"
"Ng1 Pe7e6 Pc2c4 Pd7d5 Pd2d4 Ng8f6 Pf2f4 Bf8b4 Nb1d2 Pc7c5 Pb2b3 Pc5d4 Bc1b2 Ke8g8 Pc4d5 Nf6d5 Pg2g3 Nb8c6 Bf1g2 Pa7a5 Ng1f3 Pf7f6 Ke1g1 Bc8d7 Pa2a3 Bb4d2 Qd1d2 Nd5e3 Rf1e1 Ne3g2 Kg1g2 Bd7e6 Pb3b4 Pa5b4 Pa3a4 Be6d5 Nf3d4 Nc6d4 Qd2d4 Ra8a4 Ra1a4 Bd5c6 Qd4d8 Rf8d8 Ra4b4 Bc6b5 Rb4b5 Rd8d2 Rb5b8 Kg8f7 Rb8b7 Kf7g6 Re1e7 Rd2b2 Rb7b2 Ph7h5 Kg2f2 Kg6f5 Kf2e3 Kf5g4 Rb2d2 Kg4h3 Re7g7 Kh3g4 Rg7h7 Kg4f5 Rh7h5 Kf5g4 Rh5h4 Kg4f5 Rd2d5 Kf5e6 Rd5d4 Ke6f7 Rd4d7 Kf7g6 Rd7d6 Kg6f5 Rd6d4 Kf5e5","0","syntax","Ng1","75 5 55 75 6 45 44 6 24 26 6 37 35 6 32 34 5 62 52 6 48 50 4 54 18 5 15 32 6 29 27 6 16 17 6 27 34 4 23 16 1 46 62 6 26 35 5 52 35 6 56 57 5 22 28 4 47 56 6 13 11 5 55 49 6 53 52 1 39 55 4 30 37 6 8 9 4 18 32 2 31 32 5 35 41 3 47 39 5 41 56 1 55 56 4 37 44 6 17 18 6 11 18 6 9 10 4 44 35 5 49 34 5 28 34 2 32 34 3 14 10 3 7 10 4 35 28 2 34 38 3 54 38 3 10 18 4 28 19 3 18 19 3 38 32 3 19 22 1 62 53 3 22 21 1 53 60 3 39 45 3 32 16 3 21 16 6 69 67 1 56 48 1 60 51 1 48 41 1 51 58 3 16 32 1 58 65 3 45 61 1 65 58 3 61 69 1 58 51 3 69 67 1 51 58 3 67 66 1 58 51 3 32 35 1 51 44 3 35 34 1 44 53 3 34 37 1 53 60 3 37 36 1 60 51 3 36 34 1 51 43"
"Pe2e4 Pd7d6 Pd2d4 Ph7h6 Nb1c3 Pc7c6 Ng1f3 Pg7g5 Pg2g3 Bf8g7 Pb2b3 Pg5g4 Nf3d2 Qd8a5 Bc1b2 Ph6h5 Pb3b4 Qa5b6 Pd4d5 Qb6b4 Nd2c4 Pc6c5 Pf2f3 Pg4f3 Qd1f3 Qb4c4 Qf3f5 Qc4c3 Bb2c3 Ng8f6 Qf5d3 Qf6h6 Qd3e3 Pf7f6 Bf1h3 Bc8h3 Qe3h3 Nf6e4 Qh3h5 Rh8h5 Ke1c1 Bg7c3 Rh1f1 Ke8d7 Pa2a3 Ne4d2 Rd1d2 Bc3d2 Kc1d2 Rh5h2 Kd2c3 Rh2c2 Kc3d3 Rc2a2 Kd3c3 Ra2a3 Kc3b2 Ra3d3 Kb2c2 Rd3d4 Kc2c3 Rd4c4 Kc3b2 Rc4b4 Kb2c3 Rb4d4 Rf1b1 Pb7b5 Pg3g4 Rd4c4 Kc3b2 Pb5b4 Pg4g5 Pf6g5 Rb1h1 Pg5g4 Rh1g1 Pg4g3 Rg1g3 Rc4c2","30","path obstruction","Pe2e4 Pd7d6 Pd2d4 Ph7h6 Nb1c3 Pc7c6 Ng1f3 Pg7g5 Pg2g3 Bf8g7 Pb2b3 Pg5g4 Nf3d2 Qd8a5 Bc1b2 Ph6h5 Pb3b4 Qa5b6 Pd4d5 Qb6b4 Nd2c4 Pc6c5 Pf2f3 Pg4f3 Qd1f3 Qb4c4 Qf3f5 Qc4c3 Bb2c3 Ng8f6 Qf5d3","75 6 40 42 6 37 36 6 32 34 6 69 68 5 15 25 6 29 28 5 55 49 6 61 59 6 56 57 4 54 61 6 16 17 6 59 58 5 49 32 2 38 11 4 23 16 6 68 67 6 17 18 2 11 20 6 34 35 2 20 18 5 32 26 6 28 27 6 48 49 6 58 49 2 31 49 2 18 26 2 49 51 2 26 25 4 16 25 5 62 52 2 51 33 2 52 68 2 33 41 6 53 52 4 47 65 4 30 65 2 41 65 5 52 42 2 65 67 3 70 67 1 39 23 4 61 25 3 63 47 1 46 37 6 8 9 5 42 32 3 31 32 4 25 32 1 23 32 3 67 64 1 32 25 3 64 24 1 25 33 3 24 8 1 33 25 3 8 9 1 25 16 3 9 33 1 16 24 3 33 34 1 24 25 3 34 26 1 25 16 3 26 18 1 16 25 3 18 34 3 47 15 6 21 19 6 57 58 3 34 26 1 25 16 6 19 18 6 58 59 6 52 59 3 15 63 6 59 58 3 63 55 6 58 57 3 55 57 3 26 24"
"Pd2d4 Pe7e5 Pg2g3 Pe5 Pg3 Pd7 Bc8d7 Pc2c3 Qd8e7 Pb2b4 Pb7b5 Pe2e3 Pa7a5 Bf1b5 Pa5b4 Bb5d7 Qe7d7 Pc3b4 Ra8a4 Bc1a3 Qd7b5 Ba3b2 Ra4b4 Nb1c3 Qb5b2 Ra1b1 Qb2c3 Pd2c3 Rb4b1 Qd1b1 Nb8c6 Qb1b7 Nc6e7 Ng1f3 Ne7d5 Ke1g1 Bf8d6 Pc3c4 Nd5c3 Qb7b2 Nc3e4 Qb2b8 Bd6b8 Nf3d2 Bb8d6 Nd2e4 Nc3e4 Qb2b5 Ke8d7 Pf2f3 Ne4c3 Rf1b1 Bd6b4 Rb1b4 Nc3b5 Pc4b5 Rh8a8 Rb4e4 Pc7c6 Re4e5 Pf7f6 Re5h5 Ra8a1 Kg1g2 Ra1c1 Rh5h7 Kd7d6 Pe3e4 Rc1c2 Kg2h3 Rc2c1 Pf3f4 Rc1c2 Pe4e5 Pf6e5 Pf4e5 Rc2c3 Kh3g4 Rc3c4 Kg4f5 Rc4c5","3","syntax","Pd2d4 Pe7e5 Pg2g3 Pe5","75 6 32 34 6 45 43 6 56 57 6 43 6 57 6 37 4 30 37 6 24 25 2 38 45 6 16 18 6 21 19 6 40 41 6 13 11 4 47 19 6 11 18 4 19 37 2 45 37 6 25 18 3 14 10 4 23 9 2 37 19 4 9 16 3 10 18 5 15 25 2 19 16 3 7 15 2 16 25 6 32 25 3 18 15 2 31 15 5 22 28 2 15 21 5 28 45 5 55 49 5 45 35 1 39 55 4 54 36 6 25 26 5 35 25 2 21 16 5 25 42 2 16 22 4 36 22 5 49 32 4 22 36 5 32 42 5 25 42 2 16 19 1 46 37 6 48 49 5 42 25 3 47 15 4 36 18 3 15 18 5 25 19 6 26 19 3 70 14 3 18 42 6 29 28 3 42 43 6 53 52 3 43 67 3 14 7 1 55 56 3 7 23 3 67 69 1 37 36 6 41 42 3 23 24 1 56 65 3 24 23 6 49 50 3 23 24 6 42 43 6 52 43 6 50 43 3 24 25 1 65 58 3 25 26 1 58 51 3 26 27"
"Pb2b3 Pb7b6 Pg2g3 Pe7e5 Pd2d3 Bc8b7 Bf1g2 Bb7g2 Ng1f3 Bg2h1 Ke1d2 Bh1f3 Pe2f3 Pd7d5 Kd2e2 Pe5e4 Pf3e4 Pd5e4 Pd3e4 Qd8d1 Ke2d1 Nb8c6 Pe4e5 Kd1e2 Nc6e5 Bc1f4 Ne5f3 Pc2c4 Nf3d4 Ke2f1 Nd4f3 Nb1d2 Nf3d2 Nd2f3 Nd2f3 Pf2f3 Ng8f6 Ra1d1 Nf6e4 Rd1d8 Ne4g3 Kf1g2 Bf8c5 Ph2g3 Pc7c6 Rd8d6 Bc5d6 Kg2f2 Pf7f5 Pf3f4 Ra8d8 Bf4e3 Pg7g6 Pg3g4 Pf5f4 Be3d2 Rd8e8 Bd2e1 Bd6c5 Be1d2 Bc5e3 Kf2f3 Pg6g5 Pf4f5 Re8e5 Bd2e3 Rh8f8 Pf5f6 Pg5g4 Kf3f4 Rf8f6 Re5g5 Rf6d6 Kf4g5 Ph7h6 Kg5g6 Ph6h5 Kg6g5 Kc8d7 Kg5g4","23","pseudolegal","Pb2b3 Pb7b6 Pg2g3 Pe7e5 Pd2d3 Bc8b7 Bf1g2 Bb7g2 Ng1f3 Bg2h1 Ke1d2 Bh1f3 Pe2f3 Pd7d5 Kd2e2 Pe5e4 Pf3e4 Pd5e4 Pd3e4 Qd8d1 Ke2d1 Nb8c6 Pe4e5 Kd1e2","75 6 16 17 6 21 20 6 56 57 6 45 43 6 32 33 4 30 21 4 47 56 4 21 56 5 55 49 4 56 63 1 39 32 4 63 49 6 40 49 6 37 35 1 32 40 6 43 42 6 49 42 6 35 42 6 33 42 2 38 31 1 40 31 5 22 28 6 42 43 1 31 40 5 28 43 4 23 50 5 43 49 6 24 26 5 49 34 1 40 47 5 34 49 5 15 32 5 49 32 5 32 49 5 32 49 6 48 49 5 62 52 3 7 31 5 52 42 3 31 38 5 42 57 1 47 56 4 54 27 6 64 57 6 29 28 3 38 36 4 27 36 1 56 48 6 53 51 6 49 50 3 14 38 4 50 41 6 61 60 6 57 58 6 51 50 4 41 32 3 38 46 4 32 39 4 36 27 4 39 32 4 27 41 1 48 49 6 60 59 6 50 51 3 46 43 4 32 41 3 70 54 6 51 52 6 59 58 1 49 50 3 54 52 3 43 59 3 52 36 1 50 59 6 69 68 1 59 60 6 68 67 1 60 59 1 30 37 1 59 58"
"Pd2d4 Ph7h5 Rh8h5 Pd7d5 Pe2e3 Pe7e6 Pc2c4 Pc7c5 Pc4d5 Qd8d5 Ng1f3 Qd5d8 Bf1b5 Bc8d7 Bb5c4 Nb8c6 Bc4e2 Ng8f6 Ke1g1 Pc5d4 Pe3d4 Nf6h5 Nb1c3 Nh5f4 Bc1f4 Bf8b4 Pa2a3 Bb4c3 Pb2c3 Pb7b5 Be2b5 Ra8b8 Bb5a4 Nc6a5 Ba4b3 Pa7a6 Rf1e1 Pg7g5 Bf4g3 Pf7f5 Pa3a4 Pf5f4 Bg3f4 Pg5f4 Pa4a5 Bd7b5 Qd1c2 Rb8c8 Qc2h7 Rc8c7 Qh7h5 Ke8f8 Qh5b5 Rc7f7 Qb5a6 Rf7g7 Bb3e6 Rg7g2 Kg1f1 Rg2h2 Qa6h6 Rh2h6 Pa5a6 Rh6h3 Kf1e2 Rh3c3 Pa6a7 Rc3a3 Ra1a3 Rf4d4 Qa7a8 Qd8a8 Re1a1 Qa8a3 Pa7a8 Qa3a8 Be6c4 Rd4c4 Nf3e5 Qa8e8","2","pseudolegal","Pd2d4 Ph7h5 Rh8h5","75 6 32 34 6 69 67 3 70 67 6 37 35 6 40 41 6 45 44 6 24 26 6 29 27 6 26 35 2 38 35 5 55 49 2 35 38 4 47 19 4 30 37 4 19 26 5 22 28 4 26 40 5 62 52 1 39 55 6 27 34 6 41 34 5 52 67 5 15 25 5 67 50 4 23 50 4 54 18 6 8 9 4 18 25 6 16 25 6 21 19 4 40 19 3 14 22 4 19 10 5 28 11 4 10 17 6 13 12 3 47 39 6 61 59 4 50 57 6 53 51 6 9 10 6 51 50 4 57 50 6 59 50 6 10 11 4 37 19 2 31 24 3 22 30 2 24 69 3 30 29 2 69 67 1 46 54 2 67 19 3 29 53 2 19 12 3 53 61 4 17 44 3 61 56 1 55 47 3 56 64 2 12 68 3 64 68 6 11 12 3 68 65 1 47 40 3 65 25 6 12 13 3 25 9 3 7 9 3 50 34 2 13 14 2 38 14 3 39 7 2 14 9 6 13 14 2 9 14 4 44 26 3 34 26 5 49 43 2 14 46"
"Pe2e4 Pg7g6 Pd2d4 Bf8h6 Ng1f3 Nb8c6 Pd4d5 Nc6b4 Pc2c3 Nb4a6 Pc3c4 Pc7c6 Pb2b4 Na6c7 Pd5c6 Pd7c6 Pc4c5 Pe7e6 Bf1d3 Qd8f6 Nb1c3 Qf6c3 Bc1d2 Qc3f6 Nf3e5 Bh6d2 Qd1d2 Qf6e5 Pf2f4 Qe5d4 Ra1c1 Qd4d3 Qd2d3 Nc7b5 Rc1d1 Pf7f5 Pe4e5 Ng8e7 Qd3f3 Rh8f8 Ke1g1 Nb5d4 Qf3f2 Nd4e2 Kg1h1 Ne2f4 Qf2h4 Nf4g2 Qh4h7 Bc8d7 Qh7g6 Ke8c8 Qg6e6 Bd7e6 Rf1e1 Ng2e1 Rd1e1 Kc8c7 Pa2a4 Rd8d2 Pb4b5 Rf8d8 Pb5c6 Kc7c6 Re1b1 Kc6d7 Ph2h4 Rd2d1 Kh1h2 Rd1d2 Kh2g3 Rd2g2 Kg3f4 Ne7d5 Kf4f3 Rg2g3 Kf3f2 Rg3h3 Pc5c6 Pb7c6","51","pseudolegal","Pe2e4 Pg7g6 Pd2d4 Bf8h6 Ng1f3 Nb8c6 Pd4d5 Nc6b4 Pc2c3 Nb4a6 Pc3c4 Pc7c6 Pb2b4 Na6c7 Pd5c6 Pd7c6 Pc4c5 Pe7e6 Bf1d3 Qd8f6 Nb1c3 Qf6c3 Bc1d2 Qc3f6 Nf3e5 Bh6d2 Qd1d2 Qf6e5 Pf2f4 Qe5d4 Ra1c1 Qd4d3 Qd2d3 Nc7b5 Rc1d1 Pf7f5 Pe4e5 Ng8e7 Qd3f3 Rh8f8 Ke1g1 Nb5d4 Qf3f2 Nd4e2 Kg1h1 Ne2f4 Qf2h4 Nf4g2 Qh4h7 Bc8d7 Qh7g6 Ke8c8","75 6 40 42 6 61 60 6 32 34 4 54 68 5 55 49 5 22 28 6 34 35 5 28 18 6 24 25 5 18 12 6 25 26 6 29 28 6 16 18 5 12 29 6 35 28 6 37 28 6 26 27 6 45 44 4 47 33 2 38 52 5 15 25 2 52 25 4 23 32 2 25 52 5 49 43 4 68 32 2 31 32 2 52 43 6 48 50 2 43 34 3 7 23 2 34 33 2 32 33 5 29 19 3 23 31 6 53 51 6 42 43 5 62 45 2 33 49 3 70 54 1 39 55 5 19 34 2 49 48 5 34 40 1 55 63 5 40 50 2 48 66 5 50 56 2 66 69 4 30 37 2 69 60 1 46 30 2 60 44 4 37 44 3 47 39 5 56 39 3 31 39 1 30 29 6 8 10 3 38 32 6 18 19 3 54 38 6 19 28 1 29 28 3 39 15 1 28 37 6 64 66 3 32 31 1 63 64 3 31 32 1 64 57 3 32 56 1 57 50 5 45 35 1 50 49 3 56 57 1 49 48 3 57 65 6 27 28 6 21 28"
"Pc2c3 Pg7g5 Pd2d4 Pf7f6 Pe2e3 Ph7h5 Ph2h4 Pd7d6 Bf1d3 Pg5h4 Rh1h4 Nb8c6 Rh4h1 Nc6a5 Nb1a3 Pc7c6 Na3c4 Na5c4 Bd3c4 Pb7b5 Bc4d3 Ng8h6 Bd3g6 Ke8d7 Bg6f5 Pe7e6 Bf5h3 Pd6d5 Bh3e6 Kd7e6 Rh1h5 Qd8d7 Pe3e4 Qd7g4 Rh5h6 Qg4e4 Ke1d2 Qe4g2 Kd2c1 Qg2f2 Rh6f6 Ke6e7 Rf6f2 Ke7e8 Rf2f6 Ke8e7 Rf6g6 Bf8h6 Kc1c2 Bh6f4 Qd1f1 Rh8f8 Rg6h6 Rf8f5 Qf1h3 Rf5f6 Rh6h3 Bc8h3 Ng1h3 Rf6f1 Nh3f4 Rf1f4 Ra1g1 Ra8f8 Bc1f4 Rf8f4 Rg1g3 Ke7f6 Rg3f3 Rf4f3 Qh3f3 Kf6g5 Qf3g4 Kg5g4 Kc2b3 Pa7a5 Kb3a3 Pa5a4 Ka3b4 Kg4f4","33","path obstruction","Pc2c3 Pg7g5 Pd2d4 Pf7f6 Pe2e3 Ph7h5 Ph2h4 Pd7d6 Bf1d3 Pg5h4 Rh1h4 Nb8c6 Rh4h1 Nc6a5 Nb1a3 Pc7c6 Na3c4 Na5c4 Bd3c4 Pb7b5 Bc4d3 Ng8h6 Bd3g6 Ke8d7 Bg6f5 Pe7e6 Bf5h3 Pd6d5 Bh3e6 Kd7e6 Rh1h5 Qd8d7 Pe3e4 Qd7g4","75 6 24 25 6 61 59 6 32 34 6 53 52 6 40 41 6 69 67 6 64 66 6 37 36 4 47 33 6 59 66 3 63 66 5 22 28 3 66 63 5 28 11 5 15 9 6 29 28 5 9 26 5 11 26 4 33 26 6 21 19 4 26 33 5 62 68 4 33 60 1 46 37 4 60 51 6 45 44 4 51 65 6 36 35 4 65 44 1 37 44 3 63 67 2 38 37 6 41 42 2 37 58 3 67 68 2 58 42 1 39 32 2 42 56 1 32 23 2 56 48 3 68 52 1 44 45 3 52 48 1 45 46 3 48 52 1 46 45 3 52 60 4 54 68 1 23 24 4 68 50 2 31 47 3 70 54 3 60 68 3 54 51 2 47 65 3 51 52 3 68 65 4 30 65 5 55 65 3 52 47 5 65 50 3 47 50 3 7 55 3 14 54 4 23 50 3 54 50 3 55 57 1 45 52 3 57 49 3 50 49 2 65 49 1 52 59 2 49 58 1 59 58 1 24 17 6 13 11 1 17 9 6 11 10 1 9 18 1 58 50"
"Pe2e4 Pe7e5 Pd2d4 Bf8b4 Pc2c3 Bb4a5 Pd4d5 Pd7d6 Qd1b3 Pb7b6 Nb1a3 Pc7c5 Na3b5 Pa7a6 Nb5a3 Pf7f6 Bf1c4 Pf6f5 Pe4f5 Bc8f5 Pf2f3 Pe5e4 Pf3e4 Bf5e4 Ng1f3 Be4f3 Pg2f3 Qd8e7 Qb3e3 Qe7e3 Bc1e3 Pg7g5 Ke1c1 Ba5c3 Pb2c3 Ng8f6 Rh1e1 Nf6d5 Bc4d5 Nb8d7 Be3g5 Rh8g8 Bg5h6 Rg8g1 Re1g1 Ke8c8 Bd5f7 Rd8f8 Bf7h5 Rf8f3 Rg1g8 Nd7f8 Bh5f3 Nf8e6 Rg8c8 Kc8d7 Rd1g1 Ne6g5 Bh6g5 Kd7e6 Rg1e1 Ke6f5 Bg5e7 Kf5g5 Bf3e4 Kg5f4 Be4c6 Ph7h5 Rc8f8 Kf4e3 Rf8e8 Ke3e2 Re1g1 Ke2d2 Re8d8 Kd2e3 Rd8e8 Ke3f4 Re8f8 Kf4e5","28","path obstruction","Pe2e4 Pe7e5 Pd2d4 Bf8b4 Pc2c3 Bb4a5 Pd4d5 Pd7d6 Qd1b3 Pb7b6 Nb1a3 Pc7c5 Na3b5 Pa7a6 Nb5a3 Pf7f6 Bf1c4 Pf6f5 Pe4f5 Bc8f5 Pf2f3 Pe5e4 Pf3e4 Bf5e4 Ng1f3 Be4f3 Pg2f3 Qd8e7 Qb3e3","75 6 40 42 6 45 43 6 32 34 4 54 18 6 24 25 4 18 11 6 34 35 6 37 36 2 31 17 6 21 20 5 15 9 6 29 27 5 9 19 6 13 12 5 19 9 6 53 52 4 47 26 6 52 51 6 42 51 4 30 51 6 48 49 6 43 42 6 49 42 4 51 42 5 55 49 4 42 49 6 56 49 2 38 45 2 17 41 2 45 41 4 23 41 6 61 59 1 39 23 4 11 25 6 16 25 5 62 52 3 63 39 5 52 35 4 26 35 5 22 37 4 41 59 3 70 62 4 59 68 3 62 55 3 39 55 1 46 30 4 35 53 3 38 54 4 53 67 3 54 49 3 55 62 5 37 54 4 67 49 5 54 44 3 62 30 1 30 37 3 31 55 5 44 59 4 68 59 1 37 44 3 55 39 1 44 51 4 59 45 1 51 59 4 49 42 1 59 50 4 42 28 6 69 67 3 30 54 1 50 41 3 54 46 1 41 40 3 39 55 1 40 32 3 46 38 1 32 41 3 38 46 1 41 50 3 46 54 1 50 43"
"Pe2e4 Pd7d5 Bf1e2 Pd5e4 Pc2c3 Ng8f6 Qd1c2 Nb8c6 Pd2d3 Pe4d3 Qc2d3 Pe7e6 Ng1f3 Bf8d6 Ke1g1 Ke8g8 Be2d1 Bc8d7 Bd3c2 Pg7g6 Ph2h4 Nf6h5 Nf3g5 Qd8f6 Pg2g4 Qf6h4 Pg4h5 Kg8h8 Qd3h3 Qh4h3 Ng5h3 Nc6e5 Bc1f4 Ne5c4 Nb1d2 Nc4d2 Bf4d2 Bd7b5 Rf1e1 Pe6e5 Bd2g5 Pf7f6 Bg5h6 Rf8g8 Bh6d2 Ra8d8 Bd2e3 Pc7c6 Ph5g6 Rg8g6 Kg1h2 Rd8g8 Nh3g1 Rg6g4 Ng1f3 Ph7h5 Kh2h1 Ph5h4 Nf3h2 Rg4g7 Nh2f1 Bb5f1 Be3a7 Bf1g2 Kh1h2 Bg2e4 Ba7e3 Be4c2 Ra1c1 Bc2e4 Kh2h1 Ph4h3 Rc1c2 Kh8h7 Pf2f3 Be4f3 Kh1g1 Rg7g3 Re1f1 Rg3g2","25","path obstruction","Pe2e4 Pd7d5 Bf1e2 Pd5e4 Pc2c3 Ng8f6 Qd1c2 Nb8c6 Pd2d3 Pe4d3 Qc2d3 Pe7e6 Ng1f3 Bf8d6 Ke1g1 Ke8g8 Be2d1 Bc8d7 Bd3c2 Pg7g6 Ph2h4 Nf6h5 Nf3g5 Qd8f6 Pg2g4 Qf6h4","75 6 40 42 6 37 35 4 47 40 6 35 42 6 24 25 5 62 52 2 31 24 5 22 28 6 32 33 6 42 33 2 24 33 6 45 44 5 55 49 4 54 36 1 39 55 1 46 62 4 40 31 4 30 37 4 33 24 6 61 60 6 64 66 5 52 67 5 49 59 2 38 52 6 56 58 2 52 66 6 58 67 1 62 70 2 33 65 2 66 65 5 59 65 5 28 43 4 23 50 5 43 26 5 15 32 5 26 32 4 50 32 4 37 19 3 47 39 6 44 43 4 32 59 6 53 52 4 59 68 3 54 62 4 68 32 3 14 38 4 32 41 6 29 28 6 67 60 3 62 60 1 55 64 3 38 62 5 65 55 3 60 58 5 55 49 6 69 67 1 64 63 6 67 66 5 49 64 3 58 61 5 64 47 4 19 47 4 41 13 4 47 56 1 63 64 4 56 42 4 13 41 4 42 24 3 7 23 4 24 42 1 64 63 6 66 65 3 23 24 1 70 69 6 48 49 4 42 49 1 63 55 3 61 57 3 39 47 3 57 56"
"Ph2h4 Ng8f6 Ph4h3 Pe7e5 Pd2d3 Pd7d5 Pg2g3 Bc8e6 Bf1g2 Bf8c5 Pe2e3 Nb8c6 Nb1c3 Qd8d7 Ng1e2 Ke8g8 Pa2a3 Pd5d4 Pe3d4 Pe5d4 Nc3e4 Nf6e4 Pd3e4 Qd7d1 Ke1d1 Rf8d8 Bc1f4 Rd8d7 Ne2d4 Nc6d4 Bf4e3 Bc5b6 Be3d4 Ra8d8 Bd4c3 Pf7f6 Pf2f4 Be6h3 Rh1h3 Rd7e7 Rh3e3 Re7e4 Re3e4 Rd8e8 Re4e8 Kg8f7 Re8h8 Ph7h6 Bc3d4 Bb6d4 Rh8h7 Pb7b6 Rh7h5 Kf7e6 Pf4f5 Ke6d6 Rh5h4 Bd4b2 Ra1b1 Kd6d5 Rh4h5 Kd5c4 Rh5h4 Kc4c3 Rb1b2 Kc3b2 Rh4c4 Kb2a3 Rc4c7 Pb6b5 Rc7g7 Pb5b4 Rg7a7 Ka3b2 Kd1d2 Kb2b3 Ra7b7 Pb4b3 Kd2c1 Pb3b2","2","piece logic","Ph2h4 Ng8f6 Ph4h3","75 6 64 66 5 62 52 6 66 65 6 45 43 6 32 33 6 37 35 6 56 57 4 30 44 4 47 56 4 54 27 6 40 41 5 22 28 5 15 25 2 38 37 5 55 40 1 46 62 6 8 9 6 35 34 6 41 34 6 43 34 5 25 42 5 52 42 6 33 42 2 37 31 1 39 31 3 54 38 4 23 50 3 38 37 5 40 34 5 28 34 4 50 41 4 27 20 4 41 34 3 14 38 4 34 25 6 53 52 6 48 50 4 44 65 3 63 65 3 37 45 3 65 41 3 45 42 3 41 42 3 38 46 3 42 46 1 62 53 3 46 70 6 69 68 4 25 34 4 20 34 3 70 69 6 21 20 3 69 67 1 53 44 6 50 51 1 44 36 3 67 66 4 34 16 3 7 15 1 36 35 3 66 67 1 35 26 3 67 66 1 26 25 3 15 16 1 25 16 3 66 26 1 16 9 3 26 29 6 20 19 3 29 61 6 19 18 3 61 13 1 9 16 1 31 32 1 16 17 3 13 21 6 18 17 1 32 23 6 17 16"
