"Position ID","Predicted Move","Correct Moves","Correctness","Piece","Tag"
"14","e1,e8,d1,f2,0-1,c1,e2,f3,e3,,g1,f1,d2,c2,f4,b1,h5,h4,h3,$,h2,h1,a2,c3,f5,","e1","true","K","KingUncommonOpening"
"15","e2,f1,d1,g1,d2,e1,c1,f3,f2,d7,c8,d8,g4,e8,b5,c6,$,e3,g3,d3,,g2,c3,a6,0-1,f4","e2","true","Ke1","KingUncommonOpening"
"16","e1,e3,e2,g1,e8,c1,d2,0-1,,c2,a3,a2,h2,g3,a4,f2,f4,c3,b1,f1,h1,a1,g4,f3,c5,h4,h3","e1","true","K","KingUncommonOpening"
"17","e2,f1,g2,d1,g1,e1,f2,d2,a6,f3,d3,c4,f4,c1,c3,,e4,g3,a5,1/2-1/2,0-1,c2,a2,a3,b1,c6","e2","true","Ke1","KingUncommonOpening"
"18","c1,c2,b3,a1,a2,b4,d3,f1,c3,a4,c4,d1,e2,d2,b6,e1,d4,c8,a3,a6,b1,h1,b8,g1,b2,a5,g6","c1","true","K","KingLategame"
"19","c2,b1,d1,b2,d2,e2,b3,d3,c1,a2,e3,a1,c3,a3,e1,c8,h1,c4,f2,1/2-1/2,f1,h2,a4,c6,K,g1,c7","d2,c2,d1,b1","false","Kc1","KingLategame"
"20","h1,h3,h8,h2,g2,g1,h5,d1,b6,h6,g7,f3,f1,h7,c1,h4,e1,g5,e5,g4,g3,a8,0-1,g6,#,g8,a1","h1","true","K","KingLategame"
"21","g2,g1,h2,h4,g3,h7,h8,c1,e1,h6,b1,d1,h3,f2,f1,h5,e4,c2,f3,e2,b7,a1,c6,g4,d2,h1,g6","g2,g1","true","Kh1","KingLategame"
"22","e2,e4,d7,g2,f1,h4,d4,f2,f3,c4,f4,b7,g4,c2,d5,d2,b5,g1,f7,f5,,b4,K,a5,!,h3,e3","e2","true","K","KingLategame"
"23","f3,d1,f1,d3,d2,e3,f2,e1,g2,c1,e2,b2,g1,c2,c3,e4,h2,g3,g4,h1,b5,f4,a2,-,h3,a1,e7","d2,f1,e1,d1","false","Ke2","KingLategame"
"24","g1,b1,a1,f1,d2,g2,e1,a3,d4,h2,e2,h3,a8,h1,b7,g3,c3,f3,c1,f8,e5,b8,c7,e4,b2,c2,h4","g1","true","K","KingOneLegalMove"
"25","h1,f1,g2,h2,f2,f3,g3,g1,h3,0-1,B,b1,d1,g4,g8,g5,P,a1,N,e1,c8,K,g7,+,R,c1","h1","true","Kg1","KingOneLegalMove"
"26","b3,a3,a2,b4,a4,b2,d3,c4,c3,a6,B,b1,c5,b6,c6,b5,d2,a5,P,R,f4,f3,c8,e6,a8,Q,","b5","false","K","KingChecks"
"27","b4,a4,a5,c6,b6,a6,c5,c4,-,b3,b2,b5,a3,+,c3,x,d3,#,d5,a7,b1,b8,b7,d4,a2,$,Q","b6,a4","false","Kb5","KingChecks"
"28","f1,h1,d1,f2,a1,c4,a2,b2,d2,c2,f3,b5,a6,c1,a8,K,g2,b1,c6,f8,b6,d8,c8,g6,g3,b7","f1","true","K","KingChecks"
"29","e2,g2,g1,e1,b5,f2,d3,c4,d2,d7,a6,b1,c2,d1,h3,b8,c7,g3,f8,f7,h2,e3,a1,f6,e5,a4,f1","g1,e1","false","Kf1","KingChecks"
"30","c1,a1,d1,c2,e1,c3,h1,a2,c4,f1,b3,d2,a3,d8,-,b6,c8,,b2,e8,e3,d4,g6,b8,x,e2,Q","c1","true","K","KingChecks"
"31","b1,c2,d1,d2,b2,c1,e1,a2,g1,d3,a1,b3,c8,e2,0-1,e3,x,$,,a3,1/2-1/2,c3,h1,c7,g5,h2,f1","c2,b1","true","Kc1","KingChecks"
"32","f1,f2,h1,a1,d1,d2,e1,b2,e3,!,c2,c4,a2,g3,f8,e2,b7,a6,0-1,a3,c1,h2,a8,f3,a5,b5","f1","true","K","KingChecks"
"33","g1,e2,e1,f2,g2,d2,g3,f1,f3,h2,e3,h1,d1,c1,c2,b1,a1,0-1,h3,f8,d3,$,f4,x,B,R,f7","e1","false","Kf1","KingChecks"
"34","f1,h1,a1,d1,f2,e2,e1,d2,c2,c1,f8,e3,!,g6,b2,K,c4,b5,b1,0-1,1/2-1/2,$,a2,B,g3,b7","f1","true","K","KingChecks"
"35","g2,g1,e1,e2,f2,d1,h1,c1,d2,g3,h3,f3,f4,f1,b1,f6,f8,a1,d3,h2,f7,e3,c2,c4,b5,a6,#","g2","true","Kf1","KingChecks"
"36","e1,c1,e8,a1,e3,c3,d1,0-1,d2,e2,c2,x,a3,g1,c5,$,a2,,b1,a5,a4,K,b6,R,b5,P,b4","e1","true","K","KingCastle"
"37","c1,d1,g1,e2,c2,d2,b1,f1,f2,e1,c8,d7,g8,e7,e8,e6,e4,h1,a1,c6,,+,c3,a3,b3,f3,-","d1,c1","true","Ke1","KingCastle"
"38","e1,K,c1,e2,d1,B,a1,P,e3,0-1,R,b1,Q,d2,e8,N,h1,g1,c2,f2,$,a4,f3,,c5,d4,c4","e1","true","K","KingCastle"
"39","g1,c1,f1,d2,e2,b1,f2,c2,d1,c3,e4,f3,a1,g3,d7,d3,e5,h1,P,N,e6,e1,d4,b3,e8,g2,a2","f1,g1","false","Ke1","KingCastle"
"40","c3,f3,g1,b3,e1,c6,b6,f1,d4,d2,e2,c1,a3,d1,g2,h4,g3,d8,g5,d5,h5,d7,!,c4,e3,x,d3","c3","true","Q","Queen"
"41","b2,b4,d2,b3,a5,g7,d4,c2,g3,a3,c7,h8,d3,e3,e2,c4,c6,c5,b5,e1,d1,a1,f6,e5,a4,c8,d5","b4,c2,b2,c1","false","Qc3","Queen"
"42","d8,d1,c8,g5,1/2-1/2,f8,h2,c7,g7,b2,g2,f7,g8,b8,h7,1-0,d5,x,e7,e8,d4,a7,b7,,d3,d2","d8","true","Q","QueenAsBlack"
"43","d6,d5,d7,d1,f6,a5,d4,b6,e7,h4,d3,c7,c2,e2,c8,f5,b4,d2,e6,g5,c5,e4,f4,a2,b8,B,e5","d7,d6","false","Qd8","QueenAsBlack"
"44","d5,c7,a4,b4,b8,e4,d4,d7,b7,c4,e2,a8,c2,g5,c5,g4,e7,d8,,g3,f2,#,e5,h7,b2,,e8","d5","true","Q","QueenAsBlack"
"45","d6,e4,d4,g2,c6,e5,d8,e6,c4,c5,a5,f5,h1,b7,d7,d1,b5,a2,g5,d2,f3,b4,b6,b3,h5,d3,f6","d6,c6,h5,g5,f5,e5,c5,b5,a5,e4,d4,c4,f3,d3,b3,g2,d2,a2","false","Qd5","QueenAsBlack"
"46","d2,b2,c7,g1,c2,g7,e2,h1,h7,,a1,h2,c1,h8,f5,g2,f8,b1,g6,f1,g4,b7,b8,a3,e3,h5,a4","d2","true","Q","QueenUncommonOpening"
"47","h6,g5,c3,d1,f4,e3,a5,b4,e2,c1,d8,c2,c4,g2,d3,d4,e1,a2,e4,f2,h2,d5,b2,d7,,f3,d2","g5,a5,f4,b4,e3,c3,d1","false","Qd2","QueenUncommonOpening"
"48","d1,d8,d7,e2,g2,f5,c1,e1,h5,h1,g7,d2,b7,b1,h2,f1,0-1,+,c2,g8,f7,$,e4,g3,c6,f3","d1","true","Q","QueenUncommonOpening"
"49","f3,e2,g4,h5,a4,d3,e1,d7,d8,b5,b3,d5,f1,f5,d4,d1,g3,c4,g1,c6,d2,f7,g8,f4,c2,a6,e3","h5,g4,f3,e2","true","Qd1","QueenUncommonOpening"
"50","d1,b1,d8,x,b7,h1,g1,f1,1/2-1/2,c1,g7,f7,h7,g8,c7,0-1,!,g4,c8,,d7,$,b8,-,e1,g6","d1","true","Q","QueenUncommonOpening"
"51","f3,h5,e2,g4,a4,b3,h3,c2,e1,f5,c1,d3,f4,g3,d2,g2,-,b5,h6,f1,a6,b1,,a3,c4,h2,c3","f3,e2","false","Qd1","QueenUncommonOpening"
"52","b7,d7,e2,h7,g7,f1,f4,e7,d8,a7,d1,c4,g2,g1,f8,c7,e8,b8,d5,c1,R,a8,g8,f2,h5,a5,h4","b7","true","Q","QueenCanPromote"
"53","b8,c8,c7,a8,e7,b1,a6,b6,d7,c6,d5,f3,b4,e4,a7,b5,c5,f7,b3,d8,g7,g8,g2,h7,b2,g1,d6","b8","true","Qb7","QueenCanPromote"
"54","b7,e4,b8,f2,c5,a7,d6,b2,c4,d1,d8,h7,c6,g2,f1,c7,g7,h1,e2,d4,a6,e3,c1,a8,d7,b1,a5","b7,e4","true","Q","TwoQueensOfOnePlayer"
"55","c6,a6,a7,c8,b5,b8,b6,c7,a8,e4,d5,f3,d7,b3,b4,g2,d6,e7,a4,e6,d4,b2,b1,a5,b7,d8,f7","c8,b8,a8,g7,f7,e7,d7,c7,a7,b6,a6,b5,b4","false","Qb7","TwoQueensOfOnePlayer"
"56","b8,h6,g1,d7,g8,b7,d8,e7,h8,e8,c7,c8,b1,d1,h7,e5,a1,c1,h3,b6,f6,a6,c5,f8,a7,h1,g7","b8","true","Q","PawnToQueenPromoted"
"57","b6,e5,c7,d6,e8,c8,f4,h8,d8,g3,b7,a7,b3,g8,b4,a8,f8,b1,b5,b2,g5,h2,c5,b8,c3,h4,d4","d8,c8,a8,c7,b7,a7,d6,b6","false","Qb8","PawnToQueenPromoted"
"58","c3,b3,a3,d1,b6,c4,g1,g2,c1,f1,h1,d2,e1,h4,d4,c6,b5,d5,d7,b2,f2,e2,,g5,f4,f5,e7","c3","true","Q","ManyQueenMoves"
"59","b3,d3,b4,c6,c4,a4,c3,b6,a3,c2,a5,d2,b5,c7,c5,d4,e3,g7,g3,e5,e2,b2,c8,f6,c1,f3,b7","g7,f6,e5,a5,d4,b4,h3,g3,f3,e3,d3,b3,a3,c2,c1","false","Qc3","ManyQueenMoves"
"60","d1,b5,c2,d2,$,d3,c7,Q,d8,d6,x,B,d7,K,0-1,+,e3,g7,!,P,f3,h1,e7,1/2-1/2,c6,N,f7","d1","true","Q","QueenNeedsToBlock"
"61","d2,c2,d7,b5,e2,d8,d4,d3,d6,b3,a4,e1,d5,a1,f3,b1,c1,h5,b8,g4,c6,-,c7,B,e5,e3,#","d3,e2","false","Qd1","QueenNeedsToBlock"
"62","d2,e2,e3,h1,c2,f2,c1,f1,b2,b1,d8,f8,c3,g1,a4,d1,a2,,f3,d5,e1,g4,e4,$,d7,d4,c4","d2","true","Q","QueenIsPinned"
"63","b4,c2,c3,e2,d1,d3,e3,f4,a2,d4,e1,g5,a5,d5,d8,d2,f2,c1,g2,b2,d7,h6,h2,d6,b3,a4,e5","b4,c3","false","Qd2","QueenIsPinned"
"64","c2,c1,d2,b5,b3,a2,d3,g2,a5,-,e1,e2,a4,c8,#,Q,e6,b2,c5,h2,c6,,d7,f1,e8,d5,+","c2","true","Q","QueenOnlyDiagonalMove"
"65","d1,a4,d4,c4,c3,d3,b3,e4,e2,d2,f5,h7,c6,g6,b1,c1,b2,c8,c7,c5,g2,a2,d5,c2,e3,f2,b7","h7,g6,f5,e4,a4,d3,b3,d1,b1","false","Qc2","QueenOnlyDiagonalMove"
"66","d3,c6,e3,d7,b3,g2,b6,e2,f1,h1,a7,f4,c1,f2,e1,d2,Q,e6,c8,c5,g3,0-1,B,c7,a4,a6,c2","d3","true","Q","QueenCanOnlyCapture"
"67","e2,d5,c2,b5,d2,e3,f3,f1,g3,d1,f5,d4,e4,c4,c3,d7,d8,b3,g6,d6,h7,b1,a6,a3,f2,h3,f4","e2","true","Qd3","QueenCanOnlyCapture"
"68","b2,c4,a2,g3,e3,g4,d4,h3,b3,f4,f3,e4,f2,h4,e2,g6,d3,a3,d6,f5,c2,d5,h2,g5,h5,e6,d2","b2,a2","false","P","Pawn"
"69","b3,b4,a3,c3,a2,a4,d3,c4,e5,b1,c5,d4,b7,e6,f6,a5,a1,g7,B,c2,a6,b8,c1,g4,g3,d7,f5","b3,b4","true","Pb2","Pawn"
"70","c2,f3,h2,b2,e5,d4,a2,d3,e3,d5,e6,g4,f4,f2,e2,c3,c6,d6,b4,,g2,a1,b3,c4,g3,a7,e4","e5,f3,h2,c2,b2,a2","false","P","Pawn"
"71","f6,e6,d6,e4,d5,f4,d4,+,f5,e5,b8,a8,c4,c7,a1,b2,#,h2,c3,g7,-,g6,d7,h6,e8,g3,h8","f6,e6","true","Pe5","Pawn"
"72","f2,h2,a2,e2,c5,c2,g3,c4,d2,h3,d4,b3,b2,a3,e3,e5,e4,b7,b4,f5,h1,f7,e7,c6,a4,d7,d3","c5,h2,f2,c2,a2","false","P","Pawn"
"73","b6,c6,d6,a7,e6,d4,a6,b7,g7,c4,f8,b4,d7,d5,a4,b5,g1,e7,c8,c7,e8,d3,-,a3,h7,b3,e4","c6","false","Pc5","Pawn"
"74","d5,e7,c7,g5,h7,f7,b7,a7,c4,f5,h2,g7,e5,e6,g4,b5,b8,b2,e2,g2,h5,d2,g8,a2,c5,a6,+","d5,h7,f7,e7,c7,b7,a7,g5","true","P","PawnAsBlack"
"75","c4,d4,e4,c5,b3,d6,c6,e6,b4,c3,f3,g2,d3,d2,a2,b7,e3,e5,b1,d8,b6,c2,f7,-,e7,h1,h3","c4,d4","true","Pd5","PawnAsBlack"
"76","c7,a7,e6,b7,h7,f7,g7,d4,c4,b4,d5,c6,e4,d3,b8,a6,a5,g8,e5,e8,b6,c5,d6,e3,d7,c2,e7","h7,g7,f7,c7,b7,a7,e6","true","P","PawnAsBlack"
"77","h6,h5,g6,g5,g7,+,e7,f6,f5,d2,f7,e4,d3,e3,c3,b5,d7,$,a6,c6,b6,h8,b1,a5,g8,a7,f3","h6,h5","true","Ph7","PawnAsBlack"
"78","g2,e2,d3,b2,c2,a2,f2,h3,h2,e3,h4,h6,g3,a3,b3,c5,c1,e4,g7,a6,b7,e7,c3,d4,g1,d7,b1","h3,d3,g2,f2,e2,c2,b2,a2","true","P","PawnUncommonOpening"
"79","h4,a5,h6,g4,-,!,f1,f4,g5,c8,x,R,d7,P,g6,a6,h7,b7,Q,#,a7,e6,h5,N,f5,e1","h4","true","Ph3","PawnUncommonOpening"
"80","d2,c2,f2,g2,h2,e4,b3,a2,e2,b4,b2,d4,a3,g3,b1,c3,e7,a1,c1,c4,f3,h3,K,c7,g4,d3,d7","b3,h2,g2,f2,d2,c2","false","P","PawnUncommonOpening"
"81","b4,c4,a4,a3,d4,a5,a2,b8,f5,c1,c2,f8,a1,g5,b7,x,c5,b3,b2,d3,a6,f7,g8,c3,e5,-,d2","b4","true","Pb3","PawnUncommonOpening"
"82","d2,g2,f2,c2,f5,a2,b2,e2,h2,h3,e4,e5,h5,g3,b4,g7,f6,c4,g1,a6,d4,b1,c1,h1,h6,b5,e6","f5,h3,g2,f2,d2,c2,b2,a2","false","P","PawnUncommonOpening"
"83","f6,g6,e6,f4,d5,g4,e7,-,f5,h7,c8,+,e5,g7,d7,b4,b7,b8,1-0,d3,g5,h6,g3,f3,c7,f7,g8","f6","true","Pf5","PawnUncommonOpening"
"84","d2,h2,c2,b2,f2,a2,e3,g4,g2,b4,d4,f3,h7,e2,h4,b7,g5,a7,a4,c4,h5,d7,f6,a3,e7,f1,c7","g4,e3,h2,f2,d2,c2,b2,a2","true","P","PawnUncommonOpening"
"85","g5,h5,f5,f4,c8,g7,f3,d7,g8,e7,e5,h3,a5,b5,g6,-,+,a7,g1,g3,d4,h7,f6,d8,d1,h6,e8","g5","true","Pg4","PawnUncommonOpening"
"86","f4,a3,b5,h2,b2,g3,d4,e3,c2,c5,c3,a5,e4,b3,e5,d6,h3,d2,b6,a6,a2,g1,f3,h6,d1,h4,d5","b5,f4,g3,h2,b2","false","P","PawnLategame"
"87","b6,a6,c6,a7,c7,a5,b4,c5,b8,e5,c4,d6,a4,d7,f6,d5,a8,h4,e8,1-0,g5,+,f1,#,b7,-,","a6,b6","true","Pb5","PawnLategame"
"88","g4,c4,a2,h3,f5,b3,f2,d4,h2,d2,f4,g2,a3,g5,d5,d3,h4,a4,f3,b5,b4,b2,e5,e2,c6,d6,e4","g4,c4,a2","true","P","PawnLategame"
"89","g5,h5,f5,g3,f3,d7,f4,a7,g7,h3,g6,c8,h4,e6,e4,d4,c7,f7,g1,b7,e7,$,h6,a5,f2,h2,x","g5","true","Pg4","PawnLategame"
"90","h2,g2,b3,f3,a3,e4,c4,c5,d2,d5,c2,a4,e3,b6,a2,c6,d4,a5,c3,a1,b4,d3,f4,e1,a6,e5,b5","h2","true","P","OnlyOneOfManyPawnCanMove"
"91","g3,h3,g1,h4,h1,g4,f1,h8,f2,h2,f4,f3,g2,a6,h5,h7,d6,c6,b8,a4,e2,h6,e5,a5,b6,e3,a8","g3,h3,h4","false","Ph2","OnlyOneOfManyPawnCanMove"
"92","e4,g7,h7,c6,a3,b6,f4,e5,c4,a6,a5,d4,e3,c3,f5,d3,b3,g6,g3,d5,g5,f7,b5,b4,e6,h5,d6","h7,g7","false","P","OnlyFiewPawnsLeft"
"93","h6,h5,g6,b5,g5,a4,a3,a6,e7,g7,f6,e3,g8,b6,a5,f5,f3,h3,+,b1,d1,f4,f7,h8,e4,h4,a7","h6,h5","true","Ph7","OnlyFiewPawnsLeft"
"94","h2,a3,f2,c4,b4,c5,d4,g1,b6,a2,b3,a5,g3,h7,c2,e3,f4,d2,e1,d5,f1,h3,g2,h1,e4,c3,K","h2","true","P","PawnCanCapture"
"95","h3,g3,h4,g1,h1,g2,f4,d6,h5,h8,b6,a6,f3,g4,f2,e2,h6,e3,f1,a4,b8,g5,a2,e5,b2,a8,","g3","false","Ph2","PawnCanCapture"
"96","b3,a3,h2,e5,a5,c4,e4,b6,g2,e3,f2,c5,g3,c6,f4,d4,d2,d3,d6,a6,c2,a4,h3,e1,h1,K,h4","h2","false","P","OnlyOnePawnLeft"
"97","h3,h4,g2,g1,g3,h1,f4,f3,e2,d6,f1,h5,e5,a6,b6,R,e3,h8,g4,e1,f2,P,d4,h6,B,b8,","h3,h4","true","Ph2","OnlyOnePawnLeft"
"98","g4,e2,f2,a2,d2,h4,g3,b3,d3,c2,c3,f5,g2,b2,c4,g5,f3,e4,h2,a3,a5,a4,b1,d5,f6,f1,d4","b3,f2,e2,d2,a2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"99","b4,c4,a4,c5,g3,g4,b8,d5,g8,d4,a2,f7,f5,b7,a3,a5,b3,c2,a6,1/2-1/2,g5,+,e6,P,,c1,c3","b4","true","Pb3","PawnCanOnlyMoveOneSquareFromStartPosition"
"100","c2,g3,f5,e2,g4,d2,h4,a3,b4,f2,a2,a4,f3,c3,b3,b2,g5,e4,d3,d5,c4,g2,b5,a5,h2,b1,h5","e2,d2","false","P","PawnCanOnlyMoveOneSquareFromStartPosition"
"101","e3,e4,g4,g3,c4,c3,b5,f4,d3,d6,f3,f1,h5,d1,b6,h6,a6,b4,a3,g5,d4,a2,f6,d5,P,B,-","e3","true","Pe2","PawnCanOnlyMoveOneSquareFromStartPosition"
"102","e2,g2,d3,a2,b2,h2,c3,f2,e3,d2,c2,b3,x,d4,f3,e1,c1,a3,-,g4,c4,d1,g3,Q,f5,h1,B","e2","true","P","PawnHasToCapture(Check)"
"103","d3,e3,e4,f3,d4,f4,d1,f1,g3,e1,c2,d2,+,e5,c3,-,c1,c4,g4,b5,$,B,f2,e2,Q,b1,d8","d3","true","Pe2","PawnHasToCapture(Check)"
"104","f1,f4,e3,g2,g4,h4,b2,g3,d3,d2,g5,h3,c1,e1,d4,f2,c4,d6,h1,c2,a3,c3,d1,a2,a5,g6,f3","f1","true","B","Bishop"
"105","e2,b5,d3,g2,h3,c4,f5,a6,d2,e1,g1,g3,c6,f3,h2,d7,h5,e3,a4,b7,b1,d1,N,e6,b6,c2,B","e2","true","Bf1","Bishop"
"106","f8,c8,c1,g5,d5,b4,c5,f1,g4,e7,e5,g7,d6,f5,b2,a1,1/2-1/2,g8,d8,h2,d7,a3,c7,c4,b8,f4,g3","f8,c8","true","B","BishopAsBlack"
"107","g7,h6,c5,b4,d6,e7,f5,a3,h5,h8,-,c4,b2,a7,b3,c1,f7,Q,a6,a2,e2,a1,P,d4,h7,d7,e6","g7,h6","true","Bf8","BishopAsBlack"
"108","d7,b4,e7,c5,f8,g7,a5,d5,b8,c7,e4,f5,b7,a7,a6,g8,a8,d4,h7,b6,g4,c1,f7,d2,e2,d8,c2","d7","true","B","BishopAsBlack"
"109","c6,b5,f5,a4,g4,c8,e6,e2,e8,h3,f3,d7,d1,d6,b4,d3,b6,h5,d5,g2,g6,c4,N,e4,c5,e7,f1","c8,c6,b5,a4","false","Bd7","BishopAsBlack"
"110","d4,b5,b2,h7,c2,e4,h5,a8,f1,g2,a7,a5,h1,b4,c7,#,a6,b7,+,a1,g1,c3,a4,g8,h4,e3,d7","d4","true","B","BishopLategame"
"111","c5,e5,e3,f6,b6,c3,f2,a7,b2,g7,g1,h8,a1,b4,d4,d2,h6,d6,c7,d5,g5,a3,f4,f8,h2,d3,d8","h8,g7,a7,f6,b6,e5,c5,e3,c3,f2,g1","false","Bd4","BishopLategame"
"112","f1,f2,h2,g3,b2,g2,f3,e3,a2,e1,c4,d3,a6,a3,g4,f4,b7,c2,c1,a5,e8,f8,h4,h1,f7,d2,1/2-1/2","f1","true","B","BishopLategame"
"113","g2,e2,h3,d3,b5,c4,a6,e4,f3,g4,d5,f2,b7,b1,d1,e6,g3,f5,h5,h2,f4,h1,e3,g1,a2,f7,e1","h3,d3,g2,e2","true","Bf1","BishopLategame"
"114","e8,f4,b7,c8,d7,b8,c6,e6,a7,a5,d8,c1,a8,a4,g8,a6,h6,c4,f1,e1,g7,f8,e7,d5,g1,f6,h3","e8,f4,b7","true","B","BishopLategame"
"115","c6,d7,g6,f7,g8,b5,c8,h5,a8,e6,e7,d8,e4,a4,c7,h8,e2,f8,b7,a6,b3,e1,d6,b8,f6,f5,f3","f7,g6,h5","false","Be8","BishopLategame"
"116","c1,e2,a3,g7,e5,d3,g4,f4,c4,a1,d4,f8,g5,b4,e4,a8,b6,c6,b3,b1,g2,g1,d5,f7,d2,a5,h8","e2,c1","true","B","BishopUncommonOpening"
"117","c4,f3,g4,f1,d1,h5,b5,d3,a6,e3,a4,c3,g3,b2,g8,e4,d7,-,N,g6,b1,e8,x,P,e2,c2,B","a6,h5,b5,g4,c4,f3,d3,f1","false","Be2","BishopUncommonOpening"
"118","f1,c1,f5,g2,h1,e1,d1,0-1,h3,e3,f6,g1,+,e2,c4,,d7,f2,d2,h6,$,1-0,-,c2,e5,g3","f1","true","B","BishopUncommonOpening"
"119","b5,c4,d3,e2,a6,g2,h3,f5,c3,f3,d7,c6,b6,d5,h5,e1,a4,f7,c8,d4,h6,a5,b7,e7,g4,c7,g7","a6,b5,c4,d3,e2","true","Bf1","BishopUncommonOpening"
"120","f1,c1,g4,d1,e3,h1,b2,d3,c8,e1,c2,d2,g3,e2,0-1,d5,c4,1/2-1/2,f8,b7,g6,a2,f3,h2,g2,f2,g1","f1","true","B","BishopUncommonOpening"
"121","a6,g2,e2,c4,d3,b5,h3,f4,g1,d2,b6,c3,e4,e1,d7,h5,f5,a2,c7,f1,h2,h1,g3,b1,a5,e7,d4","a6,b5,c4,h3,d3,g2,e2","true","Bf1","BishopUncommonOpening"
"122","g4,c1,d2,d4,f1,e2,f2,b2,a4,e3,c4,g7,+,d7,e5,a1,e1,c2,d6,a7,B,b1,c3,0-1,f5,g2,f3","g4","true","B","OneBishopOfOnePlayer"
"123","f5,f3,h5,e2,e6,h3,d7,d1,c8,c6,e8,g6,g4,c4,a4,b5,b3,c2,b7,g8,g5,a8,-,f7,g7,g2,e4","c8,d7,e6,h5,f5,h3,f3,e2,d1","true","Bg4","OneBishopOfOnePlayer"
"124","e2,b4,c1,d2,a3,f1,c4,d3,a1,e3,b2,b1,+,c2,g5,d4,g2,f5,c3,a5,c7,B,d7,h8,a2,f4,h4","e2","true","B","OneBishopOfOnePlayer"
"125","f3,d3,c4,g4,b5,h5,d1,a6,c2,e4,f1,b1,b3,b7,x,-,a4,c3,f5,a2,b4,d7,f7,e2,d2,c6,a1","a6,h5,b5,g4,c4,f3,d3","false","Be2","OneBishopOfOnePlayer"
"126","e3,d3,e5,d5,e2,g4,b1,b2,h4,f5,g5,b4,f3,a4,g2,c4,h1,c5,f7,f2,a7,g1,a1,g7,c2,b6,d4","e3,d3","true","B","TwoBishopsOfOnePlayer"
"127","c5,g5,d4,h6,d2,f4,f2,g1,a7,b6,c1,e4,d5,e2,e8,h8,g7,c8,g3,c4,-,d7,c3,f8,d3,g6,h7","h6,g5,c5,f4,d4,d2,c1","false","Be3","TwoBishopsOfOnePlayer"
"128","f1,e3,c5,e2,h1,d3,f2,b2,g2,b7,f4,g5,c4,h3,b6,e5,g6,b5,c8,a4,d2,g4,h4,g3,d6,d4,d1","e3,f1","true","B","TwoBishopsOfOnePlayer"
