train/global_step,GPT2_V32_350k_4E_xLAN - legal piece moves accuracy,GPT2_V32_350k_4E_xLAN - hard position accuracy,GPT2_V32_350k_4E_xLAN - average correct plies,GPT2_V31_350k_4E_xLANplus - legal piece moves accuracy,GPT2_V31_350k_4E_xLANplus - hard position accuracy,GPT2_V31_350k_4E_xLANplus - average correct plies,GPT2_V30_71k_4E_xLANplus - legal piece moves accuracy,GPT2_V30_71k_4E_xLANplus - hard position accuracy,GPT2_V30_71k_4E_xLANplus - average correct plies,GPT2_V29_19k_4E_xLANplus - legal piece moves accuracy,GPT2_V29_19k_4E_xLANplus - hard position accuracy,GPT2_V29_19k_4E_xLANplus - average correct plies,GPT2_V28_71k_4E_xLAN - legal piece moves accuracy,GPT2_V28_71k_4E_xLAN - hard position accuracy,GPT2_V28_71k_4E_xLAN - average correct plies,GPT2_V27_19k_4E_xLAN - legal piece moves accuracy,GPT2_V27_19k_4E_xLAN - hard position accuracy,GPT2_V27_19k_4E_xLAN - average correct plies
550,,,,,,,0.26288659793814400,0.2835820895522390,0.24,0.26288659793814400,0.1791044776119400,0.32,0.2268041237113400,0.13432835820895500,0.06,0.18556701030927800,0.08955223880597010,0.01
600,0.2268041237113400,0.11940298507462700,0,0.27835051546391800,0.31343283582089600,0.12,0.27319587628866000,0.23880597014925400,0.31,0.30412371134020600,0.22388059701492500,0.29,0.22164948453608200,0.13432835820895500,0.06,0.18041237113402100,0.14925373134328400,0.02
650,,,,,,,0.30412371134020600,0.22388059701492500,0.12,0.30412371134020600,0.26865671641791000,0.35,0.26288659793814400,0.14925373134328400,0.02,0.20618556701030900,0.08955223880597010,0
700,,,,,,,0.31443298969072200,0.2835820895522390,0.29,0.29381443298969100,0.23880597014925400,0.62,0.24742268041237100,0.19402985074626900,0.08,0.20103092783505200,0.11940298507462700,0
750,,,,,,,0.34536082474226800,0.3582089552238810,0.61,0.33505154639175300,0.3283582089552240,0.62,0.31443298969072200,0.26865671641791000,0.04,0.23711340206185600,0.11940298507462700,0
800,0.25257731958762900,0.11940298507462700,0.03,0.37628865979381400,0.31343283582089600,1.23,0.3402061855670100,0.2835820895522390,0.98,0.35051546391752600,0.22388059701492500,0.29,0.27319587628866000,0.208955223880597,0.01,0.2268041237113400,0.19402985074626900,0
850,,,,,,,0.37628865979381400,0.373134328358209,1.8,0.37628865979381400,0.2835820895522390,0.23,0.28350515463917500,0.14925373134328400,0.01,0.27319587628866000,0.22388059701492500,0
900,,,,,,,0.3865979381443300,0.373134328358209,1.7,0.38144329896907200,0.29850746268656700,0.89,0.33505154639175300,0.208955223880597,0.01,0.26804123711340200,0.23880597014925400,0.04
950,,,,,,,0.4175257731958760,0.3880597014925370,1.56,0.39690721649484500,0.373134328358209,0.71,0.29381443298969100,0.22388059701492500,0,0.27319587628866000,0.208955223880597,0
1000,0.27835051546391800,0.23880597014925400,0,0.4536082474226800,0.417910447761194,2.51,0.4072164948453610,0.44776119402985100,2.77,0.42783505154639200,0.3582089552238810,1.16,0.3711340206185570,0.23880597014925400,0,0.29896907216494800,0.208955223880597,0.02
1050,,,,,,,0.422680412371134,0.40298507462686600,3.48,0.4587628865979380,0.34328358208955200,1.6,0.37628865979381400,0.3283582089552240,0.06,0.30412371134020600,0.208955223880597,0.03
1100,,,,,,,0.5103092783505150,0.417910447761194,3.41,0.4484536082474230,0.29850746268656700,1.96,0.3402061855670100,0.2835820895522390,0,0.28865979381443300,0.1791044776119400,0.02
1150,,,,,,,0.5154639175257730,0.43283582089552200,4.88,0.4742268041237110,0.40298507462686600,2.61,0.36082474226804100,0.29850746268656700,0,0.30927835051546400,0.23880597014925400,0.12
1200,0.34536082474226800,0.31343283582089600,0.04,0.5360824742268040,0.5373134328358210,2.43,0.520618556701031,0.4925373134328360,3.54,0.5051546391752580,0.44776119402985100,2.47,0.41237113402061900,0.29850746268656700,0.01,0.33505154639175300,0.2835820895522390,0.15
1250,,,,,,,0.5824742268041240,0.5671641791044780,4.09,0.5,0.417910447761194,2.65,0.41237113402061900,0.31343283582089600,0.03,0.37628865979381400,0.31343283582089600,0.03
1300,,,,,,,0.5824742268041240,0.5373134328358210,3.75,0.5257731958762890,0.44776119402985100,2.23,0.422680412371134,0.43283582089552200,0.04,0.39690721649484500,0.31343283582089600,0.16
1350,,,,,,,0.5670103092783510,0.5522388059701490,2.61,0.5309278350515460,0.4925373134328360,3.34,0.4381443298969070,0.3283582089552240,0.04,0.41237113402061900,0.29850746268656700,0.03
1400,0.4020618556701030,0.29850746268656700,0.02,0.5618556701030930,0.4925373134328360,4.54,0.5876288659793820,0.5074626865671640,4.05,0.5257731958762890,0.5671641791044780,4.06,0.4381443298969070,0.34328358208955200,0.02,0.42783505154639200,0.3582089552238810,0.09
1450,,,,,,,0.5463917525773200,0.5074626865671640,5.87,0.5103092783505150,0.5373134328358210,5.06,0.44329896907216500,0.44776119402985100,0.33,0.4639175257731960,0.31343283582089600,0.09
1500,,,,,,,0.5927835051546390,0.4626865671641790,4.62,0.5309278350515460,0.47761194029850700,5.23,0.44329896907216500,0.40298507462686600,0.15,0.4484536082474230,0.34328358208955200,0.15
1550,,,,,,,0.5670103092783510,0.43283582089552200,5.59,0.5773195876288660,0.4925373134328360,3.69,0.4948453608247420,0.373134328358209,0.06,0.4536082474226800,0.373134328358209,0.41
1600,0.42783505154639200,0.26865671641791000,0,0.6185567010309280,0.4626865671641790,3.83,0.6134020618556700,0.43283582089552200,5.71,0.5567010309278350,0.4925373134328360,3.62,0.4536082474226800,0.417910447761194,0.31,0.5,0.373134328358209,0.49
1650,,,,,,,0.6185567010309280,0.4626865671641790,5.61,0.5773195876288660,0.5373134328358210,5.46,0.4742268041237110,0.4626865671641790,0.49,0.520618556701031,0.40298507462686600,0.25
1700,,,,,,,0.6030927835051550,0.5373134328358210,7.74,0.5567010309278350,0.582089552238806,4.08,0.5154639175257730,0.417910447761194,0.06,0.5154639175257730,0.417910447761194,0.68
1750,,,,,,,0.6288659793814430,0.582089552238806,5.3,0.5618556701030930,0.5522388059701490,3.13,0.5309278350515460,0.40298507462686600,0.27,0.5309278350515460,0.44776119402985100,0.4
1800,0.4329896907216500,0.31343283582089600,0.06,0.5876288659793820,0.5522388059701490,5.96,0.6134020618556700,0.5671641791044780,7.29,0.6030927835051550,0.5671641791044780,4.33,0.4948453608247420,0.3582089552238810,0.34,0.5,0.43283582089552200,0.52
1850,,,,,,,0.6391752577319590,0.582089552238806,7.68,0.6030927835051550,0.5671641791044780,4.9,0.4948453608247420,0.47761194029850700,0.66,0.5,0.44776119402985100,0.38
1900,,,,,,,0.6391752577319590,0.43283582089552200,7.51,0.5670103092783510,0.5373134328358210,4.46,0.5463917525773200,0.4925373134328360,0.43,0.5154639175257730,0.417910447761194,0.44
1950,,,,,,,0.6082474226804120,0.4626865671641790,6.95,0.6185567010309280,0.582089552238806,4.9,0.5463917525773200,0.5074626865671640,0.41,0.5,0.417910447761194,0.24
2000,0.4896907216494850,0.34328358208955200,0,0.6134020618556700,0.5223880597014930,5.59,0.6443298969072170,0.5522388059701490,7.87,0.5876288659793820,0.582089552238806,5.95,0.520618556701031,0.4626865671641790,0.54,0.5103092783505150,0.47761194029850700,0.59
2050,,,,,,,0.6185567010309280,0.5074626865671640,6.86,0.6237113402061860,0.5970149253731340,5.96,0.5412371134020620,0.4925373134328360,0.5,0.520618556701031,0.3880597014925370,0.67
2100,,,,,,,0.6288659793814430,0.582089552238806,7.95,0.6237113402061860,0.5671641791044780,6.23,0.6134020618556700,0.5522388059701490,1.47,0.5618556701030930,0.43283582089552200,0.76
2150,,,,,,,0.6597938144329900,0.5223880597014930,7.63,0.6443298969072170,0.5671641791044780,5.91,0.6185567010309280,0.4626865671641790,0.96,0.5360824742268040,0.5223880597014930,0.65
2200,0.5567010309278350,0.417910447761194,0.01,0.6288659793814430,0.5671641791044780,6.49,0.6752577319587630,0.6119402985074630,7.09,0.6237113402061860,0.5522388059701490,6.67,0.5773195876288660,0.4925373134328360,0.62,0.5257731958762890,0.44776119402985100,0.85
2250,,,,,,,0.6649484536082470,0.5522388059701490,4.66,0.6185567010309280,0.4626865671641790,4.8,0.5618556701030930,0.5522388059701490,0.57,0.5463917525773200,0.40298507462686600,0.93
2300,,,,,,,0.6494845360824740,0.582089552238806,7.27,0.6237113402061860,0.5373134328358210,7.34,0.5670103092783510,0.5373134328358210,1.81,0.5824742268041240,0.5223880597014930,1.21
2350,,,,,,,0.6752577319587630,0.5522388059701490,7.8,0.6185567010309280,0.5522388059701490,6.51,0.5721649484536080,0.44776119402985100,1.8,0.5721649484536080,0.4925373134328360,0.92
2400,0.520618556701031,0.5223880597014930,0.04,0.6082474226804120,0.6417910447761190,6.95,0.6855670103092780,0.47761194029850700,7.45,0.6288659793814430,0.6119402985074630,5.87,0.5618556701030930,0.5373134328358210,0.81,0.5567010309278350,0.5074626865671640,0.7
2450,,,,,,,0.634020618556701,0.5373134328358210,7.79,0.6030927835051550,0.5074626865671640,7,0.5670103092783510,0.5223880597014930,0.87,0.5721649484536080,0.44776119402985100,1.17
2500,,,,,,,0.7010309278350520,0.5671641791044780,7.1,0.6443298969072170,0.5522388059701490,6.11,0.5618556701030930,0.6268656716417910,1.49,0.5773195876288660,0.4925373134328360,1.45
2550,,,,,,,0.6752577319587630,0.5223880597014930,7.06,0.634020618556701,0.6417910447761190,7.97,0.5618556701030930,0.5223880597014930,1.11,0.5876288659793820,0.5074626865671640,0.97
2600,0.5515463917525770,0.3880597014925370,0,0.6185567010309280,0.5074626865671640,4.25,0.6701030927835050,0.5074626865671640,10.52,0.654639175257732,0.5671641791044780,8.02,0.5824742268041240,0.4925373134328360,1.35,0.6082474226804120,0.4925373134328360,0.9
2650,,,,,,,0.711340206185567,0.6119402985074630,9.54,0.6391752577319590,0.5373134328358210,9.78,0.5927835051546390,0.5223880597014930,1.25,0.6030927835051550,0.5223880597014930,1.08
2700,,,,,,,0.6804123711340210,0.5074626865671640,8.55,0.6443298969072170,0.5970149253731340,8.24,0.6030927835051550,0.582089552238806,1.54,0.5979381443298970,0.43283582089552200,1.64
2750,,,,,,,0.6855670103092780,0.4925373134328360,10.26,0.6288659793814430,0.4925373134328360,8.19,0.5927835051546390,0.5223880597014930,1.32,0.6134020618556700,0.5074626865671640,1.74
2800,0.5824742268041240,0.5074626865671640,0,0.6752577319587630,0.5970149253731340,7.75,0.6391752577319590,0.5522388059701490,9.76,0.6443298969072170,0.582089552238806,9.13,0.5824742268041240,0.373134328358209,1.57,0.5876288659793820,0.5223880597014930,1.8
2850,,,,,,,0.6907216494845360,0.5373134328358210,10.96,0.6597938144329900,0.4925373134328360,8.42,0.5463917525773200,0.5522388059701490,2.33,0.6082474226804120,0.43283582089552200,1.71
2900,,,,,,,0.711340206185567,0.6268656716417910,9.22,0.6597938144329900,0.5522388059701490,9.93,0.5721649484536080,0.5074626865671640,1,0.6237113402061860,0.417910447761194,0.79
2950,,,,,,,0.6958762886597940,0.6119402985074630,9.7,0.6494845360824740,0.5522388059701490,7.28,0.5927835051546390,0.44776119402985100,0.76,0.6288659793814430,0.4626865671641790,1.71
3000,0.5567010309278350,0.373134328358209,0.55,0.6958762886597940,0.5522388059701490,7.84,0.6804123711340210,0.6119402985074630,10.36,0.6752577319587630,0.5970149253731340,9.07,0.5927835051546390,0.5074626865671640,0.84,0.6134020618556700,0.417910447761194,1.87
3050,,,,,,,0.6804123711340210,0.6865671641791050,10.04,0.6804123711340210,0.4925373134328360,9.6,0.5979381443298970,0.4925373134328360,1.86,0.6082474226804120,0.4626865671641790,1.94
3100,,,,,,,0.6804123711340210,0.582089552238806,11.89,0.654639175257732,0.5373134328358210,8.31,0.6237113402061860,0.5373134328358210,0.49,0.5927835051546390,0.4626865671641790,1.8
3150,,,,,,,0.6597938144329900,0.5671641791044780,13.28,0.6391752577319590,0.5970149253731340,7.1,0.6082474226804120,0.5074626865671640,3.25,0.6082474226804120,0.4925373134328360,1.83
3200,0.5979381443298970,0.5373134328358210,0.22,0.7061855670103090,0.582089552238806,8.91,0.6958762886597940,0.6417910447761190,12.76,0.6494845360824740,0.5223880597014930,9.07,0.6185567010309280,0.5522388059701490,4.13,0.5824742268041240,0.43283582089552200,1.82
3250,,,,,,,0.711340206185567,0.6417910447761190,11.2,0.6649484536082470,0.6119402985074630,9.61,0.6134020618556700,0.5373134328358210,2.97,0.6237113402061860,0.43283582089552200,2.08
3300,,,,,,,0.6752577319587630,0.6268656716417910,10.02,0.6752577319587630,0.5223880597014930,8.89,0.6134020618556700,0.5671641791044780,3.63,0.6185567010309280,0.47761194029850700,2.68
3350,,,,,,,0.7216494845360830,0.6268656716417910,10.3,0.634020618556701,0.4925373134328360,8.53,0.6237113402061860,0.47761194029850700,3.13,0.6082474226804120,0.4626865671641790,1.99
3400,0.5927835051546390,0.44776119402985100,2.56,0.6907216494845360,0.6417910447761190,11.15,0.6855670103092780,0.582089552238806,9.89,0.6701030927835050,0.5373134328358210,9.15,0.5876288659793820,0.5373134328358210,2.43,0.6030927835051550,0.4626865671641790,2.25
3450,,,,,,,0.6907216494845360,0.6417910447761190,10.15,0.6649484536082470,0.5970149253731340,8.86,0.5824742268041240,0.5223880597014930,3.86,0.6185567010309280,0.5373134328358210,2.7
3500,,,,,,,0.7061855670103090,0.6119402985074630,10.83,0.6804123711340210,0.6417910447761190,8.15,0.654639175257732,0.5373134328358210,3.08,0.6134020618556700,0.4925373134328360,2.12
3550,,,,,,,0.6804123711340210,0.5970149253731340,10.38,0.6855670103092780,0.6417910447761190,8.94,0.5979381443298970,0.5373134328358210,2.67,0.6185567010309280,0.5373134328358210,2.17
3600,0.6597938144329900,0.4626865671641790,3.36,0.7216494845360830,0.6716417910447760,9.97,0.6958762886597940,0.5671641791044780,12.72,0.6494845360824740,0.6268656716417910,8.77,0.6701030927835050,0.582089552238806,4.19,0.6082474226804120,0.47761194029850700,2.46
3650,,,,,,,0.6855670103092780,0.6716417910447760,12.37,0.6752577319587630,0.5671641791044780,9.01,0.6288659793814430,0.5223880597014930,3.88,0.6185567010309280,0.4925373134328360,2.45
3700,,,,,,,0.7010309278350520,0.6417910447761190,10,0.6958762886597940,0.6417910447761190,8.5,0.6288659793814430,0.5373134328358210,3.74,0.6185567010309280,0.5074626865671640,1.94
3750,,,,,,,0.7216494845360830,0.6119402985074630,10.6,0.6649484536082470,0.6119402985074630,9.37,0.654639175257732,0.5671641791044780,3.66,0.6082474226804120,0.47761194029850700,2.09
3800,0.6443298969072170,0.47761194029850700,2.9,0.6958762886597940,0.6268656716417910,12.36,0.6907216494845360,0.6567164179104480,11.75,0.6855670103092780,0.5970149253731340,9.82,0.6701030927835050,0.5074626865671640,5.41,0.6134020618556700,0.4925373134328360,2.13
3850,,,,,,,0.6907216494845360,0.6417910447761190,12.26,0.6701030927835050,0.6268656716417910,11.22,0.6597938144329900,0.5522388059701490,4,0.6185567010309280,0.5074626865671640,2.28
3880,,,,,,,,,,,,,,,,0.634020618556701,0.47761194029850700,2.31
3900,,,,,,,0.7010309278350520,0.6417910447761190,11.3,0.6649484536082470,0.5970149253731340,9.63,0.6391752577319590,0.5970149253731340,4.78,,,
3950,,,,,,,0.7577319587628870,0.5970149253731340,11.17,0.6907216494845360,0.6417910447761190,10.61,0.6391752577319590,0.5074626865671640,3.71,,,
4000,0.6185567010309280,0.5074626865671640,0.03,0.7216494845360830,0.5671641791044780,11.28,0.711340206185567,0.6268656716417910,10.34,0.6701030927835050,0.5970149253731340,10.56,0.6597938144329900,0.5970149253731340,4.51,,,
4050,,,,,,,0.7319587628865980,0.6716417910447760,11.66,0.6907216494845360,0.582089552238806,10.95,0.6391752577319590,0.5223880597014930,5.75,,,
4100,,,,,,,0.7164948453608250,0.5373134328358210,12.06,0.6958762886597940,0.5970149253731340,9.99,0.6443298969072170,0.5373134328358210,4.62,,,
4150,,,,,,,0.7268041237113400,0.6865671641791050,12.85,0.6907216494845360,0.582089552238806,10.01,0.6237113402061860,0.6268656716417910,4.16,,,
4200,0.6649484536082470,0.5373134328358210,1.1,0.6804123711340210,0.6567164179104480,9.97,0.7216494845360830,0.6268656716417910,12.12,0.6958762886597940,0.6119402985074630,9.77,0.6701030927835050,0.5223880597014930,5.35,,,
4250,,,,,,,0.6958762886597940,0.6268656716417910,12.3,0.6701030927835050,0.6268656716417910,11.52,0.6752577319587630,0.5373134328358210,2.81,,,
4300,,,,,,,0.7268041237113400,0.5671641791044780,13.06,0.6958762886597940,0.6119402985074630,11.79,0.654639175257732,0.6119402985074630,5.33,,,
4350,,,,,,,0.7319587628865980,0.6417910447761190,12.54,0.6804123711340210,0.5970149253731340,11.08,0.6494845360824740,0.5970149253731340,6.04,,,
4400,0.6804123711340210,0.47761194029850700,0.09,0.711340206185567,0.5223880597014930,10.85,0.7216494845360830,0.6268656716417910,11.81,0.6907216494845360,0.6417910447761190,10.42,0.6649484536082470,0.5373134328358210,6.68,,,
4450,,,,,,,0.7164948453608250,0.746268656716418,13.26,0.7164948453608250,0.6417910447761190,10.98,0.6804123711340210,0.5373134328358210,6.47,,,
4500,,,,,,,0.7164948453608250,0.6417910447761190,12.94,0.7216494845360830,0.5223880597014930,10.31,0.6752577319587630,0.582089552238806,5.96,,,
4550,,,,,,,0.7216494845360830,0.5970149253731340,13.64,0.7061855670103090,0.582089552238806,10.25,0.6804123711340210,0.5522388059701490,5.19,,,
4600,0.6649484536082470,0.47761194029850700,2.62,0.7164948453608250,0.5671641791044780,12.07,0.7319587628865980,0.5970149253731340,15.53,0.7010309278350520,0.6268656716417910,10.56,0.6701030927835050,0.47761194029850700,5.48,,,
4650,,,,,,,0.7268041237113400,0.6119402985074630,13.15,0.6958762886597940,0.6268656716417910,11.13,0.6907216494845360,0.582089552238806,5.64,,,
4700,,,,,,,0.7061855670103090,0.6865671641791050,12.34,0.6958762886597940,0.6119402985074630,10.38,0.654639175257732,0.582089552238806,5.5,,,
4750,,,,,,,0.7268041237113400,0.6567164179104480,10.29,0.711340206185567,0.6119402985074630,9.99,0.711340206185567,0.5373134328358210,5.4,,,
4800,0.6701030927835050,0.5373134328358210,4.35,0.7577319587628870,0.5970149253731340,14.15,0.7268041237113400,0.582089552238806,13.48,0.7061855670103090,0.6119402985074630,10.34,0.6907216494845360,0.6119402985074630,5.58,,,
4824,,,,,,,,,,0.7061855670103090,0.6417910447761190,10.25,,,,,,
4850,,,,,,,0.7268041237113400,0.6268656716417910,11.34,,,,0.6494845360824740,0.5223880597014930,5.55,,,
4900,,,,,,,0.7319587628865980,0.6268656716417910,13.24,,,,0.6804123711340210,0.582089552238806,4.02,,,
4950,,,,,,,0.7061855670103090,0.5522388059701490,15.02,,,,0.6804123711340210,0.5522388059701490,5.58,,,
5000,0.634020618556701,0.4925373134328360,4.23,0.7474226804123710,0.5671641791044780,14.08,0.7268041237113400,0.5522388059701490,14.48,,,,0.6494845360824740,0.5373134328358210,4.74,,,
5050,,,,,,,0.7371134020618560,0.6119402985074630,10.64,,,,0.6804123711340210,0.5223880597014930,6.12,,,
5100,,,,,,,0.7216494845360830,0.6268656716417910,12.45,,,,0.7010309278350520,0.5373134328358210,4.75,,,
5150,,,,,,,0.7216494845360830,0.6417910447761190,13.51,,,,0.6855670103092780,0.47761194029850700,6.31,,,
5200,0.6907216494845360,0.5522388059701490,4.65,0.7319587628865980,0.5671641791044780,12.6,0.7010309278350520,0.6119402985074630,13.85,,,,0.7010309278350520,0.5074626865671640,4.67,,,
5250,,,,,,,0.7164948453608250,0.6417910447761190,14.44,,,,0.7010309278350520,0.5522388059701490,5.09,,,
5300,,,,,,,0.7010309278350520,0.6865671641791050,14.58,,,,0.6907216494845360,0.5671641791044780,5.61,,,
5350,,,,,,,0.7164948453608250,0.6567164179104480,14.29,,,,0.6701030927835050,0.582089552238806,6.47,,,
5400,0.7319587628865980,0.4925373134328360,2.97,0.7680412371134020,0.6417910447761190,13.16,0.7371134020618560,0.7014925373134330,15.28,,,,0.6804123711340210,0.5671641791044780,5.47,,,
5450,,,,,,,0.7164948453608250,0.6716417910447760,14.38,,,,0.6907216494845360,0.5522388059701490,6.09,,,
5500,,,,,,,0.6855670103092780,0.7313432835820900,11.02,,,,0.6649484536082470,0.6119402985074630,6.36,,,
5550,,,,,,,0.7061855670103090,0.6865671641791050,15.05,,,,0.6752577319587630,0.5223880597014930,6.04,,,
5600,0.7061855670103090,0.5223880597014930,3.94,0.7164948453608250,0.6417910447761190,13.79,0.7319587628865980,0.6567164179104480,15.12,,,,0.654639175257732,0.5970149253731340,7.3,,,
5650,,,,,,,0.7268041237113400,0.7014925373134330,15.68,,,,0.6855670103092780,0.5522388059701490,6.63,,,
5700,,,,,,,0.7164948453608250,0.6865671641791050,13.77,,,,0.6649484536082470,0.6567164179104480,7.47,,,
5750,,,,,,,0.7061855670103090,0.6268656716417910,14.81,,,,0.6907216494845360,0.5671641791044780,7.9,,,
5800,0.7061855670103090,0.582089552238806,3.91,0.7525773195876290,0.6268656716417910,13.49,0.7216494845360830,0.7611940298507460,13.94,,,,0.7061855670103090,0.5671641791044780,9.89,,,
5850,,,,,,,0.711340206185567,0.7014925373134330,17.25,,,,0.6855670103092780,0.5522388059701490,7.27,,,
5900,,,,,,,0.7164948453608250,0.6865671641791050,15.65,,,,0.6855670103092780,0.5522388059701490,8.05,,,
5950,,,,,,,0.7164948453608250,0.6119402985074630,15.57,,,,0.6855670103092780,0.5970149253731340,5.53,,,
6000,0.7010309278350520,0.5671641791044780,5.86,0.7371134020618560,0.6119402985074630,15.59,0.7319587628865980,0.5970149253731340,15.53,,,,0.7010309278350520,0.6268656716417910,7.03,,,
6050,,,,,,,0.7422680412371130,0.7313432835820900,14.69,,,,0.711340206185567,0.5970149253731340,7.96,,,
6100,,,,,,,0.7164948453608250,0.5970149253731340,17.37,,,,0.7010309278350520,0.6119402985074630,8.88,,,
6150,,,,,,,0.7319587628865980,0.582089552238806,15.62,,,,0.7061855670103090,0.5970149253731340,7.67,,,
6200,0.7216494845360830,0.5223880597014930,5.61,0.7680412371134020,0.6268656716417910,14.56,0.711340206185567,0.6716417910447760,14.19,,,,0.7164948453608250,0.5970149253731340,7.46,,,
6250,,,,,,,0.7216494845360830,0.7164179104477610,14.24,,,,0.6855670103092780,0.582089552238806,9.01,,,
6300,,,,,,,0.7422680412371130,0.6567164179104480,14.72,,,,0.7164948453608250,0.6567164179104480,6.77,,,
6350,,,,,,,0.7474226804123710,0.6268656716417910,15.69,,,,0.7319587628865980,0.5970149253731340,5.66,,,
6400,0.6855670103092780,0.5373134328358210,4.47,0.7422680412371130,0.6567164179104480,14.37,0.7216494845360830,0.7164179104477610,16.07,,,,0.7216494845360830,0.6417910447761190,8.83,,,
6450,,,,,,,0.7319587628865980,0.6716417910447760,12.25,,,,0.7061855670103090,0.6268656716417910,7.55,,,
6500,,,,,,,0.7371134020618560,0.6716417910447760,12.87,,,,0.7216494845360830,0.5671641791044780,8.01,,,
6550,,,,,,,0.7319587628865980,0.7313432835820900,14.89,,,,0.7319587628865980,0.582089552238806,8.6,,,
6600,0.6443298969072170,0.5671641791044780,0.97,0.7474226804123710,0.6119402985074630,13.35,0.7474226804123710,0.6417910447761190,17,,,,0.7268041237113400,0.6268656716417910,7.66,,,
6650,,,,,,,0.7371134020618560,0.6716417910447760,17.25,,,,0.7010309278350520,0.6268656716417910,8.9,,,
6700,,,,,,,0.7577319587628870,0.7014925373134330,16.31,,,,0.6958762886597940,0.6417910447761190,8.17,,,
6750,,,,,,,0.711340206185567,0.6865671641791050,17.78,,,,0.6907216494845360,0.6119402985074630,6.76,,,
6800,0.6752577319587630,0.6268656716417910,2.22,0.7474226804123710,0.5970149253731340,15.5,0.7422680412371130,0.6865671641791050,16.49,,,,0.6855670103092780,0.6268656716417910,10.01,,,
6850,,,,,,,0.7422680412371130,0.6119402985074630,15.72,,,,0.6907216494845360,0.6716417910447760,6.01,,,
6900,,,,,,,0.7577319587628870,0.6716417910447760,16.55,,,,0.7010309278350520,0.6268656716417910,9.66,,,
6950,,,,,,,0.7474226804123710,0.6865671641791050,14.7,,,,0.6958762886597940,0.6716417910447760,9.83,,,
7000,0.7216494845360830,0.47761194029850700,3.57,0.7680412371134020,0.582089552238806,14.5,0.7371134020618560,0.6865671641791050,14.28,,,,0.7216494845360830,0.6567164179104480,10.91,,,
7050,,,,,,,0.7628865979381440,0.6567164179104480,15.69,,,,0.7371134020618560,0.6865671641791050,10.73,,,
7100,,,,,,,0.7319587628865980,0.6865671641791050,15.52,,,,0.7216494845360830,0.7014925373134330,9.57,,,
7150,,,,,,,0.7422680412371130,0.7164179104477610,16.38,,,,0.7216494845360830,0.6417910447761190,9.03,,,
